timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
1404793153,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1404846757,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1404865699,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1404884123,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1404902824,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1404937482,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1404956756,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1404975672,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1404994668,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405029977,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405048029,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405067562,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405086243,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405120759,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405139527,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405159753,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405177916,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405213679,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405231801,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405250224,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405269653,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405304318,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405322911,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405341855,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405361004,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405395861,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405414445,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405433796,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405453509,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405487104,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405506611,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405525664,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405578957,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405597757,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405635909,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405671760,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405689318,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405708630,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405727066,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405762284,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405781074,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405800331,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405819523,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405945291,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405964009,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1405983570,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406002312,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406036647,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406055293,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406074728,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406094027,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406127895,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406147489,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406166160,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406185662,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406257694,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406276861,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406311990,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406330963,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406349769,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406368103,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406403263,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406422022,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406604674,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406624230,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406643272,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406678076,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406696597,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406715361,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406734467,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406769678,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406788321,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406807437,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406826629,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406861562,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406879324,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406898828,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406917448,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406952085,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406971518,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1406990015,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407009011,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407063404,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407082496,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407101781,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407135831,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407154132,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407173602,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407192792,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407226796,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407264839,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407283708,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407318756,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407337948,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407356845,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407375878,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407411054,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407429860,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407448731,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407467588,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407501726,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
1407520867,0.0,0.0,0.0,0.70710677,-8.6595606e-17,-8.659561e-17,0.7071068,0.0,0.0,0.0,0.0,0
