timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
1404198696,0.0,0.0,0.0,0.018396797,0.0057190806,0.010439038,0.0,0.0,0.0,-0.060558304,0.0,0.0,0.04891586,0.013434476,-0.0023885965,0.0,0.0,0.0,0.0111455815,0.011145577,0.012409579,0.0,0.0,0.0,0.09027513,0.0,0.0,0.034244977,0.034245044,0.03409525,0.0007839499,0.012368128,0.0125214765,0.0,0.0,0.0,0.0,0.0,0.0
1404403488,0.0,0.0,0.0,0.0058846083,-0.015897632,0.0019848347,0.0,0.0,0.0,-0.056362063,0.0,0.0,-0.03945688,-0.023169018,0.0027018785,0.0,0.0,0.0,0.0111467,0.011146705,0.0124073755,0.0,0.0,0.0,0.09027503,0.0,0.0,0.030922566,0.030922633,0.034026403,0.0006752638,0.006201216,0.0073993187,0.0,0.0,0.0,0.0,0.0,0.0
1404607083,0.0,0.0,0.0,-0.0057794694,-0.015731558,0.009110212,0.0,0.0,0.0,-0.04771149,0.0,0.0,-0.0046793018,-0.00013779476,-0.0014876127,0.0,0.0,0.0,0.01117173,0.011171729,0.0124091655,0.0,0.0,0.0,0.09027491,0.0,0.0,0.029905995,0.029905984,0.03411637,0.000744534,0.0058507444,0.0061361264,0.0,0.0,0.0,0.0,0.0,0.0
1404807838,0.0,0.0,0.0,0.014119122,-0.0011855364,0.0066218376,0.0,0.0,0.0,-0.024917707,0.0,0.0,0.012092916,0.044240624,0.0014407635,0.0,0.0,0.0,0.011100202,0.011100177,0.012407148,0.0,0.0,0.0,0.090274915,0.0,0.0,0.03326937,0.03326936,0.03410317,0.00062637636,0.005802823,0.006024806,0.0,0.0,0.0,0.0,0.0,0.0
1405011968,0.0,0.0,0.0,0.021096226,0.01828684,0.00886035,0.0,0.0,0.0,-0.021429867,0.0,0.0,0.017833658,-0.017057896,0.00049877167,0.0,0.0,0.0,0.011125718,0.011125687,0.012409857,0.0,0.0,0.0,0.090274915,0.0,0.0,0.031286165,0.03128607,0.034483157,0.0006765901,0.011402322,0.007265781,0.0,0.0,0.0,0.0,0.0,0.0
1405212826,0.0,0.0,0.0,0.022797812,-0.014264077,0.007659197,0.0,0.0,0.0,-0.049975473,0.0,0.0,0.02987193,-0.018383853,-0.0010092258,0.0,0.0,0.0,0.011111219,0.011111199,0.012407638,0.0,0.0,0.0,0.09027506,0.0,0.0,0.03035001,0.030349856,0.034136284,0.00075151795,0.013306371,0.010423499,0.0,0.0,0.0,0.0,0.0,0.0
1405412813,0.0,0.0,0.0,-0.0013029315,-0.021282077,0.0059432983,0.0,0.0,0.0,-0.053595103,0.0,0.0,-0.0076024216,0.016353132,0.0018246174,0.0,0.0,0.0,0.011149134,0.011149125,0.012410152,0.0,0.0,0.0,0.09027508,0.0,0.0,0.028919203,0.028919006,0.034480527,0.0007885603,0.011030743,0.011807693,0.0,0.0,0.0,0.0,0.0,0.0
1405616857,0.0,0.0,0.0,-0.009403866,-0.01303044,0.003694892,0.0,0.0,0.0,-0.057531714,0.0,0.0,0.02658888,-0.043331593,0.0018770695,0.0,0.0,0.0,0.011122868,0.011122863,0.012407734,0.0,0.0,0.0,0.09027506,0.0,0.0,0.03322185,0.03322179,0.03412466,0.0007265438,0.006873018,0.008572139,0.0,0.0,0.0,0.0,0.0,0.0
1405821667,0.0,0.0,0.0,-0.024483448,0.009394601,0.0011724234,0.0,0.0,0.0,-0.049938194,0.0,0.0,-0.00802724,-0.010138234,-0.000228405,0.0,0.0,0.0,0.011096472,0.011096487,0.012390315,0.0,0.0,0.0,0.090275094,0.0,0.0,0.028484415,0.028484458,0.033031262,0.00060281,0.011507937,0.011061548,0.0,0.0,0.0,0.0,0.0,0.0
1406021599,0.0,0.0,0.0,-0.006289359,0.0120871365,0.0030225515,0.0,0.0,0.0,-0.05113016,0.0,0.0,0.01046962,-0.007143244,0.0016827583,0.0,0.0,0.0,0.011323166,0.011323227,0.012387179,0.0,0.0,0.0,0.09027517,0.0,0.0,0.02822068,0.028220685,0.03255484,0.00075631373,0.010169143,0.009831736,0.0,0.0,0.0,0.0,0.0,0.0
1406226382,0.0,0.0,0.0,0.0075675193,0.0009724349,0.0049049854,0.0,0.0,0.0,-0.05576025,0.0,0.0,-0.0029781256,0.054130167,-0.0011423826,0.0,0.0,0.0,0.01119109,0.011191172,0.012396968,0.0,0.0,0.0,0.09027531,0.0,0.0,0.029407112,0.029407052,0.034383994,0.0007234175,0.013829203,0.011579563,0.0,0.0,0.0,0.0,0.0,0.0
1406430425,0.0,0.0,0.0,0.011557186,0.0023516417,0.001992941,0.0,0.0,0.0,-0.05547161,0.0,0.0,-0.02300659,-0.09527786,0.007825017,0.0,0.0,0.0,0.011175562,0.0111756325,0.012399768,0.0,0.0,0.0,0.090275384,0.0,0.0,0.03620941,0.036209337,0.034094293,0.00072252576,0.0046616537,0.0031956017,0.0,0.0,0.0,0.0,0.0,0.0
1406631177,0.0,0.0,0.0,0.005794001,0.032707468,-0.0020563602,0.0,0.0,0.0,-0.040528603,0.0,0.0,-0.01912221,-0.0012354674,0.0046333075,0.0,0.0,0.0,0.011485566,0.011485608,0.012401712,0.0,0.0,0.0,0.090275414,0.0,0.0,0.038464483,0.038464412,0.03401545,0.0005825466,0.007915884,0.006907734,0.0,0.0,0.0,0.0,0.0,0.0
1406835013,0.0,0.0,0.0,-0.01256062,0.004297614,0.008416891,0.0,0.0,0.0,-0.015641818,0.0,0.0,-0.05198779,0.05645764,-0.006972909,0.0,0.0,0.0,0.011235676,0.011235669,0.012421791,0.0,0.0,0.0,0.09027553,0.0,0.0,0.035817932,0.03581782,0.0340921,0.00045578257,0.010120112,0.010185092,0.0,0.0,0.0,0.0,0.0,0.0
1407036020,0.0,0.0,0.0,-0.02656607,-0.0029781014,0.010060191,0.0,0.0,0.0,-0.040084425,0.0,0.0,0.023030132,-0.0016507944,-0.0062953234,0.0,0.0,0.0,0.011150911,0.011150907,0.012414237,0.0,0.0,0.0,0.090275526,0.0,0.0,0.03673917,0.03673884,0.03407187,0.00061284174,0.014298888,0.012834564,0.0,0.0,0.0,0.0,0.0,0.0
1407236014,0.0,0.0,0.0,0.013905225,-0.00785587,0.0038164854,0.0,0.0,0.0,-0.036445666,0.0,0.0,-0.009712143,-0.0092463605,0.0036491156,0.0,0.0,0.0,0.011156385,0.011156402,0.012415357,0.0,0.0,0.0,0.09027553,0.0,0.0,0.033691153,0.03369078,0.03440547,0.0005039328,0.00570935,0.006973508,0.0,0.0,0.0,0.0,0.0,0.0
1407436773,0.0,0.0,0.0,0.0028363634,0.013416432,-0.0020577908,0.0,0.0,0.0,-0.027400909,0.0,0.0,-0.017595494,0.021784075,0.0011646748,0.0,0.0,0.0,0.011138658,0.011138692,0.012409756,0.0,0.0,0.0,0.09027552,0.0,0.0,0.037296835,0.03729663,0.033959113,0.0004730625,0.004634313,0.004903286,0.0,0.0,0.0,0.0,0.0,0.0
1407640777,0.0,0.0,0.0,-0.0059696995,-0.002393648,-0.0042803288,0.0,0.0,0.0,-0.04547531,0.0,0.0,0.025478091,-0.012284638,0.013864875,0.0,0.0,0.0,0.011099257,0.011099297,0.012375239,0.0,0.0,0.0,0.09027554,0.0,0.0,0.032800272,0.032800104,0.033904593,0.00056396605,0.008316223,0.007575755,0.0,0.0,0.0,0.0,0.0,0.0
1407840821,0.0,0.0,0.0,0.018280465,-0.0044111386,-1.3611915,0.0,0.0,0.0,-0.02567639,0.0,0.0,0.025478091,-0.012284638,1.4607002,0.0,0.0,0.0,0.011150761,0.011150802,0.012953777,0.0,0.0,0.0,0.09027557,0.0,0.0,0.032800272,0.032800104,0.05074499,0.0005627874,0.0019952527,0.002150681,0.0,0.0,0.0,0.0,0.0,0.0
1408041447,0.0,0.0,0.0,-0.0064241495,0.020553015,0.005759239,0.0,0.0,0.0,-0.033559546,0.0,0.0,0.0024740659,-0.00071520265,-0.0038583279,0.0,0.0,0.0,0.013564876,0.013564883,0.01327415,0.0,0.0,0.0,0.09027557,0.0,0.0,0.053151585,0.053152174,0.035985444,0.0010000204,0.013912526,0.02485428,0.0,0.0,0.0,0.0,0.0,0.0
1408245649,0.0,0.0,0.0,-0.018954076,-0.008569956,0.0047471523,0.0,0.0,0.0,-0.03761541,0.0,0.0,0.007269618,-0.0044067614,-0.0032349825,0.0,0.0,0.0,0.01181453,0.011814529,0.012839478,0.0,0.0,0.0,0.09027557,0.0,0.0,0.03550468,0.035504073,0.034493998,0.00020943995,0.00334921,0.002360177,0.0,0.0,0.0,0.0,0.0,0.0
1408446396,0.0,0.0,0.0,-0.007853802,-0.0031623691,0.008369803,0.0,0.0,0.0,-0.033399303,0.0,0.0,-0.003628897,-0.00094086165,-0.0033102036,0.0,0.0,0.0,0.011792656,0.011792657,0.013308482,0.0,0.0,0.0,0.09027559,0.0,0.0,0.05009736,0.050095733,0.055518452,0.00049478,0.01560432,0.006988771,0.0,0.0,0.0,0.0,0.0,0.0
1408646434,0.0,0.0,0.0,0.0049046557,0.0059624165,0.0020136833,0.0,0.0,0.0,-0.021907076,0.0,0.0,0.005046792,0.004034949,0.009701252,0.0,0.0,0.0,0.01230192,0.012301907,0.012846162,0.0,0.0,0.0,0.0902756,0.0,0.0,0.039276946,0.03927669,0.034624223,0.0003493196,0.0022865322,0.0051143058,0.0,0.0,0.0,0.0,0.0,0.0
1408847021,0.0,0.0,0.0,-0.007999504,0.00163652,0.0019363165,0.0,0.0,0.0,-0.014801595,0.0,0.0,-0.008902492,-0.051828943,-0.002020955,0.0,0.0,0.0,0.011618081,0.011618058,0.012609534,0.0,0.0,0.0,0.090275735,0.0,0.0,0.035873145,0.035873078,0.03422532,0.00033860825,0.009330203,0.006544723,0.0,0.0,0.0,0.0,0.0,0.0
1409051373,0.0,0.0,0.0,-0.008363447,0.0033928007,-0.0019909143,0.0,0.0,0.0,-0.01800735,0.0,0.0,0.0020992458,-0.05603643,0.0013158321,0.0,0.0,0.0,0.011394615,0.011394629,0.012509096,0.0,0.0,0.0,0.09027586,0.0,0.0,0.031312805,0.031313553,0.034092106,0.00030671238,0.0021300057,0.002308298,0.0,0.0,0.0,0.0,0.0,0.0
1409251975,0.0,0.0,0.0,0.030188773,0.004121557,0.0018752813,0.0,0.0,0.0,-0.028829522,0.0,0.0,0.014262248,0.0055464497,0.0077302456,0.0,0.0,0.0,0.011352011,0.0113520045,0.012445398,0.0,0.0,0.0,0.0902759,0.0,0.0,0.029590389,0.029590584,0.034083612,0.00027859528,0.003977008,0.004794867,0.0,0.0,0.0,0.0,0.0,0.0
1409452008,0.0,0.0,0.0,0.025400171,-0.0046472475,0.0023477077,0.0,0.0,0.0,-0.029995937,0.0,0.0,-0.03347946,-0.0039509847,0.0013846159,0.0,0.0,0.0,0.01133792,0.011337813,0.0130044855,0.0,0.0,0.0,0.090275906,0.0,0.0,0.03209108,0.032091133,0.055513777,0.00039823732,0.012049261,0.011476332,0.0,0.0,0.0,0.0,0.0,0.0
1409860825,0.0,0.0,0.0,-0.0024013277,0.006613843,-0.00024712086,0.0,0.0,0.0,-0.028887432,0.0,0.0,-0.019797847,0.027779147,0.0014117956,0.0,0.0,0.0,0.011723849,0.0117237605,0.01255697,0.0,0.0,0.0,0.090275876,0.0,0.0,0.038645506,0.03864558,0.033112504,0.00035934785,0.021610504,0.00814884,0.0,0.0,0.0,0.0,0.0,0.0
1410060772,0.0,0.0,0.0,0.0038895626,0.010138689,-0.0009872913,0.0,0.0,0.0,-0.03266093,0.0,0.0,0.025829315,-0.14747599,0.005118966,0.0,0.0,0.0,0.011463041,0.011462888,0.012476998,0.0,0.0,0.0,0.090275764,0.0,0.0,0.031566814,0.031566855,0.034036152,0.00033675806,0.013465464,0.004863908,0.0,0.0,0.0,0.0,0.0,0.0
1410265450,0.0,0.0,0.0,0.0162705,-0.0043590516,-0.004305482,0.0,0.0,0.0,-0.034143128,0.0,0.0,0.036274992,0.04295882,0.0036240816,0.0,0.0,0.0,0.011449945,0.011449746,0.013031808,0.0,0.0,0.0,0.090275764,0.0,0.0,0.034618936,0.03461939,0.055437934,0.0003249748,0.013708706,0.011115335,0.0,0.0,0.0,0.0,0.0,0.0
1410465575,0.0,0.0,0.0,0.02006391,0.008671686,-0.0013767481,0.0,0.0,0.0,-0.011867259,0.0,0.0,-0.0037340447,-0.0010708645,-0.00178051,0.0,0.0,0.0,0.0135801,0.0135801025,0.013517456,0.0,0.0,0.0,0.0902759,0.0,0.0,0.05364852,0.053649098,0.056225233,0.000244939,0.024353623,0.022005517,0.0,0.0,0.0,0.0,0.0,0.0
1410666442,0.0,0.0,0.0,0.011822328,0.006024681,0.0019314289,0.0,0.0,0.0,-0.032535456,0.0,0.0,0.0062968805,0.020938285,-0.0027358532,0.0,0.0,0.0,0.012660602,0.012660577,0.013184972,0.0,0.0,0.0,0.090275764,0.0,0.0,0.0370582,0.037058383,0.035458885,0.0002493037,0.019919837,0.039678924,0.0,0.0,0.0,0.0,0.0,0.0
1410870431,0.0,0.0,0.0,-0.006824918,-0.010359414,0.0034093857,0.0,0.0,0.0,-0.024188124,0.0,0.0,-0.0032308623,-0.014115877,-0.0014064312,0.0,0.0,0.0,0.011636749,0.011636648,0.0127907945,0.0,0.0,0.0,0.09027578,0.0,0.0,0.032225996,0.032226358,0.034342565,0.00071417785,0.012991241,0.018680496,0.0,0.0,0.0,0.0,0.0,0.0
1411075080,0.0,0.0,0.0,0.014678381,-0.0014328063,-1.352176,0.0,0.0,0.0,-0.024836123,0.0,0.0,0.018133946,-0.012147935,1.4613142,0.0,0.0,0.0,0.011462699,0.0114624975,0.012543818,0.0,0.0,0.0,0.09027589,0.0,0.0,0.031687517,0.031687867,0.027747348,0.00034417864,0.005594531,0.008940869,0.0,0.0,0.0,0.0,0.0,0.0
1411275321,0.0,0.0,0.0,0.011695795,-0.015532479,0.005404711,0.0,0.0,0.0,-0.025609631,0.0,0.0,0.0388605,-0.028593253,0.00062799454,0.0,0.0,0.0,0.0134865865,0.013486549,0.012915011,0.0,0.0,0.0,0.09027588,0.0,0.0,0.042977795,0.04297872,0.03513917,0.00031852772,0.025233552,0.02620754,0.0,0.0,0.0,0.0,0.0,0.0
1411479839,0.0,0.0,0.0,0.00353463,-0.007962272,0.008413434,0.0,0.0,0.0,-0.026601475,0.0,0.0,-0.009396456,0.013403092,-0.00357306,0.0,0.0,0.0,0.011828413,0.011828238,0.01265626,0.0,0.0,0.0,0.09027587,0.0,0.0,0.03930092,0.039301693,0.034251336,0.00013135401,0.006738782,0.015430202,0.0,0.0,0.0,0.0,0.0,0.0
1411683941,0.0,0.0,0.0,-0.00015631318,-0.0069087744,-0.00031745434,0.0,0.0,0.0,-0.014277399,0.0,0.0,-0.031173714,0.011012564,0.0023725033,0.0,0.0,0.0,0.011437235,0.011436916,0.01252507,0.0,0.0,0.0,0.09027587,0.0,0.0,0.032114096,0.03211469,0.034372292,0.00024887384,0.0063319504,0.006938662,0.0,0.0,0.0,0.0,0.0,0.0
1411884623,0.0,0.0,0.0,0.013831109,0.0067800432,0.008266687,0.0,0.0,0.0,-0.0046561584,0.0,0.0,-0.0023732558,-0.00048693083,-0.0060720444,0.0,0.0,0.0,0.011472354,0.011472052,0.013059899,0.0,0.0,0.0,0.09027595,0.0,0.0,0.063054584,0.06305665,0.05521387,0.00042761338,0.03658823,0.011918809,0.0,0.0,0.0,0.0,0.0,0.0
1412088617,0.0,0.0,0.0,0.006599933,0.0032140017,0.008914471,0.0,0.0,0.0,-0.010186024,0.0,0.0,-0.00821916,0.010785954,-0.0026043653,0.0,0.0,0.0,0.012751879,0.012751836,0.012710124,0.0,0.0,0.0,0.090275854,0.0,0.0,0.044373542,0.04437287,0.033153154,0.00025037976,0.011474605,0.010408193,0.0,0.0,0.0,0.0,0.0,0.0
1412292771,0.0,0.0,0.0,-0.008222744,0.00017741323,0.004552603,0.0,0.0,0.0,-0.007896572,0.0,0.0,0.035047494,0.0011095954,0.003201127,0.0,0.0,0.0,0.011669295,0.011669094,0.012557137,0.0,0.0,0.0,0.09027598,0.0,0.0,0.038903024,0.03890327,0.034206744,0.00023315813,0.0019402001,0.0039071403,0.0,0.0,0.0,0.0,0.0,0.0
1412493461,0.0,0.0,0.0,0.0062255263,0.011719227,0.0037392378,0.0,0.0,0.0,-0.017366193,0.0,0.0,0.018845208,0.017059496,0.0032628775,0.0,0.0,0.0,0.0114208115,0.011420535,0.0124755,0.0,0.0,0.0,0.09027576,0.0,0.0,0.037239313,0.037240032,0.034135755,0.00024256662,0.011749627,0.006601515,0.0,0.0,0.0,0.0,0.0,0.0
1412697615,0.0,0.0,0.0,-0.012038097,0.010816187,0.004482746,0.0,0.0,0.0,-0.016381793,0.0,0.0,-0.009787895,-0.0073408554,0.001183629,0.0,0.0,0.0,0.011389929,0.011389641,0.01243799,0.0,0.0,0.0,0.09027585,0.0,0.0,0.030426364,0.030427465,0.03410753,0.00011697925,0.008781615,0.00914547,0.0,0.0,0.0,0.0,0.0,0.0
1412902434,0.0,0.0,0.0,0.00517191,-0.009207964,-1.3665332,0.0,0.0,0.0,-0.011514239,0.0,0.0,0.0010343716,-0.0011109877,1.4711493,0.0,0.0,0.0,0.011290742,0.011290438,0.012418789,0.0,0.0,0.0,0.090275735,0.0,0.0,0.028346231,0.02834744,0.029160252,0.00018199986,0.0040905606,0.0069452897,0.0,0.0,0.0,0.0,0.0,0.0
1413102379,0.0,0.0,0.0,0.0029558688,0.0007613301,0.0036617517,0.0,0.0,0.0,-0.019675989,0.0,0.0,-0.0038948208,-0.00025495188,0.0056288242,0.0,0.0,0.0,0.013523642,0.013523629,0.012827929,0.0,0.0,0.0,0.0902757,0.0,0.0,0.050972395,0.0509766,0.035237987,0.00053751667,0.023298526,0.008797079,0.0,0.0,0.0,0.0,0.0,0.0
1413307183,0.0,0.0,0.0,-0.003794238,0.010706842,0.0023440123,0.0,0.0,0.0,0.004142575,0.0,0.0,-0.049657583,0.02828383,0.0018131733,0.0,0.0,0.0,0.01188656,0.011886424,0.012632018,0.0,0.0,0.0,0.09027584,0.0,0.0,0.035838824,0.035838883,0.034345787,0.00018093015,0.011937414,0.0064336616,0.0,0.0,0.0,0.0,0.0,0.0
1413507339,0.0,0.0,0.0,-0.02089496,0.022085845,-1.366141,0.0,0.0,0.0,-0.006650761,0.0,0.0,0.03551691,-0.042165928,1.4673233,0.0,0.0,0.0,0.011495034,0.011494763,0.01252171,0.0,0.0,0.0,0.09027573,0.0,0.0,0.038323876,0.0383244,0.029322313,0.00013049532,0.017243354,0.0150369555,0.0,0.0,0.0,0.0,0.0,0.0
1413708303,0.0,0.0,0.0,0.0013732389,-0.004238248,0.00283885,0.0,0.0,0.0,-0.0085833,0.0,0.0,-0.004545167,0.0006874036,0.0047752857,0.0,0.0,0.0,0.01507188,0.0150718745,0.0129112825,0.0,0.0,0.0,0.09027571,0.0,0.0,0.057318028,0.057325535,0.035343874,0.000870478,0.0437295,0.023154598,0.0,0.0,0.0,0.0,0.0,0.0
1413911844,0.0,0.0,0.0,-0.007312417,-0.00643456,0.0067373514,0.0,0.0,0.0,-0.0034046955,0.0,0.0,-0.008570522,-0.020993322,-0.0025188923,0.0,0.0,0.0,0.011986447,0.011986267,0.012665762,0.0,0.0,0.0,0.0902757,0.0,0.0,0.033263247,0.033262674,0.034418132,0.00021430723,0.011968133,0.018937169,0.0,0.0,0.0,0.0,0.0,0.0
1414116915,0.0,0.0,0.0,-0.016424276,0.0059574246,0.00045645237,0.0,0.0,0.0,-0.014453817,0.0,0.0,-0.014840215,-0.0028393003,0.0046806335,0.0,0.0,0.0,0.011487829,0.011487326,0.01252855,0.0,0.0,0.0,0.09027571,0.0,0.0,0.028663669,0.028664086,0.034219537,0.00013001797,0.00770456,0.014515459,0.0,0.0,0.0,0.0,0.0,0.0
1414316767,0.0,0.0,0.0,0.0056513175,-0.010280013,0.004050851,0.0,0.0,0.0,-0.00486177,0.0,0.0,-0.02461221,-0.013886408,-0.0010370016,0.0,0.0,0.0,0.01135198,0.011351281,0.012460808,0.0,0.0,0.0,0.090275705,0.0,0.0,0.027844954,0.0278463,0.034476805,0.00020102068,0.008579312,0.009016135,0.0,0.0,0.0,0.0,0.0,0.0
1414521583,0.0,0.0,0.0,-0.0057775825,-0.0026280284,0.0077267885,0.0,0.0,0.0,-0.0008088723,0.0,0.0,-0.015968889,-0.014253762,-0.0024323463,0.0,0.0,0.0,0.011289639,0.0112888245,0.0124253165,0.0,0.0,0.0,0.09027584,0.0,0.0,0.03716703,0.037168365,0.03413555,0.00019449882,0.006912148,0.008492817,0.0,0.0,0.0,0.0,0.0,0.0
1414721618,0.0,0.0,0.0,-0.01372546,-0.015630603,0.00010240078,0.0,0.0,0.0,-0.020787114,0.0,0.0,0.0048217177,0.0137560535,0.0036754608,0.0,0.0,0.0,0.011232046,0.0112311635,0.012434784,0.0,0.0,0.0,0.09027567,0.0,0.0,0.032847453,0.03284919,0.034657985,0.0004494519,0.010840535,0.012420265,0.0,0.0,0.0,0.0,0.0,0.0
1414925647,0.0,0.0,0.0,-0.02100972,-0.012732387,0.004860401,0.0,0.0,0.0,-0.00913645,0.0,0.0,0.059783563,0.028617958,-0.0030395985,0.0,0.0,0.0,0.011235708,0.011234855,0.012426706,0.0,0.0,0.0,0.09027563,0.0,0.0,0.030292086,0.03029425,0.03412221,0.0005500886,0.012454271,0.01538133,0.0,0.0,0.0,0.0,0.0,0.0
1415126263,0.0,0.0,0.0,0.0045980886,0.0034401417,-0.0015597343,0.0,0.0,0.0,0.0027635936,0.0,0.0,-0.009191692,-0.013257944,0.0016877651,0.0,0.0,0.0,0.011213108,0.011212116,0.012416782,0.0,0.0,0.0,0.09027556,0.0,0.0,0.030799475,0.030802762,0.034025908,0.00020326066,0.0035504613,0.0064319395,0.0,0.0,0.0,0.0,0.0,0.0
