timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,vision_attitude_timestamp_rel,vision_position_timestamp_rel
1419237060,32767,32767,32767,32767,32767,32767,32767,32767
1419241038,32767,32767,32767,32767,32767,32767,32767,32767
1419245038,32767,32767,32767,32767,32767,-66,32767,32767
1419249040,32767,32767,32767,32767,32767,32767,-57,-57
1419253038,32767,32767,32767,32767,32767,32767,32767,32767
1419257038,32767,32767,32767,32767,-69,32767,32767,32767
1419261040,32767,32767,32767,32767,32767,32767,32767,32767
1419265060,32767,32767,32767,32767,-48,32767,32767,32767
1419269038,32767,32767,32767,32767,32767,-68,-70,-70
1419273040,32767,32767,32767,32767,32767,32767,32767,32767
1419277038,32767,-27,32767,-27,32767,32767,32767,32767
1419281038,32767,32767,32767,32767,-61,32767,32767,32767
1419285040,32767,32767,32767,32767,32767,32767,32767,32767
1419289045,32767,32767,32767,32767,32767,32767,-81,-81
1419293060,32767,32767,32767,32767,32767,-57,32767,32767
1419297038,32767,32767,32767,32767,32767,32767,32767,32767
1419301038,32767,32767,32767,32767,32767,32767,32767,32767
1419305038,32767,32767,32767,32767,-67,32767,32767,32767
1419309040,32767,32767,32767,32767,32767,32767,32767,32767
1419313038,32767,32767,32767,32767,-48,32767,32767,32767
1419317038,32767,32767,32767,32767,32767,-66,32767,32767
1419321061,32767,32767,32767,32767,32767,32767,-56,-56
1419325838,32767,32767,32767,32767,32767,32767,32767,32767
1419329838,32767,32767,32767,32767,-77,32767,32767,32767
1419333838,32767,32767,32767,32767,32767,32767,32767,32767
1419337838,32767,32767,32767,32767,32767,32767,32767,32767
1419341838,32767,32767,32767,32767,32767,-59,-73,-73
1419345839,32767,32767,32767,32767,32767,32767,32767,32767
1419349839,32767,32767,32767,32767,32767,32767,32767,32767
1419353841,32767,32767,32767,32767,-86,32767,32767,32767
1419357838,32767,32767,32767,32767,32767,32767,-45,-45
1419361838,32767,32767,32767,32767,-55,32767,32767,32767
1419365841,32767,32767,32767,32767,32767,-86,32767,32767
1419369838,32767,32767,32767,32767,32767,32767,32767,32767
1419373838,32767,32767,32767,32767,-56,32767,32767,32767
1419377838,32767,32767,32767,32767,32767,32767,-50,-50
1419381838,32767,-30,32767,-30,32767,32767,32767,32767
1419385838,32767,32767,32767,32767,32767,-54,32767,32767
1419389838,32767,32767,32767,32767,32767,32767,32767,32767
1419393838,32767,32767,32767,32767,32767,32767,32767,32767
1419397838,32767,32767,32767,32767,-63,32767,32767,32767
1419401838,32767,32767,32767,32767,32767,32767,32767,32767
1419405838,32767,32767,32767,32767,32767,32767,32767,32767
1419409840,32767,32767,32767,32767,-66,-57,32767,32767
1419413839,32767,32767,32767,32767,32767,32767,-67,-67
1419417838,32767,32767,32767,32767,32767,32767,32767,32767
1419421839,32767,32767,32767,32767,-86,32767,32767,32767
1419425838,32767,32767,32767,32767,32767,32767,32767,32767
1419429838,32767,32767,32767,32767,32767,32767,32767,32767
1419433841,32767,32767,-63,32767,32767,-58,-81,-81
1419437840,32767,32767,32767,32767,32767,32767,32767,32767
1419441838,32767,32767,32767,32767,32767,32767,32767,32767
1419445838,32767,32767,32767,32767,-86,32767,32767,32767
1419449838,32767,32767,32767,32767,32767,32767,-46,-46
1419453838,32767,32767,32767,32767,32767,32767,32767,32767
1419457838,32767,32767,32767,32767,-67,-58,32767,32767
1419461841,32767,32767,32767,32767,32767,32767,32767,32767
1419465838,32767,32767,32767,32767,32767,32767,32767,32767
1419469838,32767,32767,32767,32767,-66,32767,-57,-57
1419473839,32767,32767,32767,32767,32767,32767,32767,32767
1419477838,32767,32767,32767,32767,32767,32767,32767,32767
1419481839,32767,32767,32767,32767,32767,-64,32767,32767
1419485838,32767,-27,32767,-27,32767,32767,32767,32767
1419489838,32767,32767,32767,32767,32767,32767,32767,32767
1419493838,32767,32767,32767,32767,-66,32767,32767,32767
1419497839,32767,32767,32767,32767,32767,32767,32767,32767
1419501838,32767,32767,32767,32767,32767,32767,32767,32767
1419505841,32767,32767,32767,32767,-86,-71,-70,-70
1419509840,32767,32767,32767,32767,32767,32767,32767,32767
1419513838,32767,32767,32767,32767,32767,32767,32767,32767
1419517838,32767,32767,32767,32767,-86,32767,32767,32767
1419521841,32767,32767,32767,32767,32767,32767,32767,32767
1419525841,32767,32767,32767,32767,32767,32767,-84,-84
1419529838,32767,32767,32767,32767,32767,-57,32767,32767
1419533838,32767,32767,32767,32767,32767,32767,32767,32767
1419537838,32767,32767,32767,32767,32767,32767,32767,32767
1419541838,32767,32767,32767,32767,-67,32767,-49,-49
1419545839,32767,32767,32767,32767,32767,32767,32767,32767
1419549838,32767,32767,32767,32767,32767,32767,32767,32767
1419553838,32767,32767,32767,32767,-70,-61,32767,32767
1419557840,32767,32767,32767,32767,32767,32767,32767,32767
1419561838,32767,32767,32767,32767,32767,32767,-63,-63
1419565838,32767,32767,32767,32767,-86,32767,32767,32767
1419569838,32767,32767,32767,32767,32767,32767,32767,32767
1419573838,32767,32767,32767,32767,32767,32767,32767,32767
1419577841,32767,32767,32767,32767,32767,-57,32767,32767
1419581838,32767,32767,32767,32767,32767,32767,32767,32767
1419585838,32767,32767,32767,32767,32767,32767,32767,32767
1419589838,32767,-27,32767,-27,32767,32767,32767,32767
1419593841,32767,32767,32767,32767,-61,32767,32767,32767
1419597838,32767,32767,32767,32767,32767,32767,-74,-74
1419601838,32767,32767,32767,32767,32767,32767,32767,32767
1419605838,32767,32767,32767,32767,-61,-52,32767,32767
1419609838,32767,32767,32767,32767,32767,32767,32767,32767
1419613839,32767,32767,32767,32767,32767,32767,-48,-48
1419617838,32767,32767,32767,32767,-69,32767,32767,32767
1419621840,32767,32767,32767,32767,32767,32767,32767,32767
1419625838,32767,32767,32767,32767,32767,32767,32767,32767
1419629838,32767,32767,-45,32767,32767,-60,32767,32767
1419633839,32767,32767,32767,32767,32767,32767,-58,-58
1419637838,32767,32767,32767,32767,32767,32767,32767,32767
1419641838,32767,32767,32767,32767,-86,32767,32767,32767
1419645840,32767,32767,32767,32767,32767,32767,32767,32767
1419649838,32767,32767,32767,32767,32767,32767,32767,32767
1419653838,32767,32767,32767,32767,-86,-68,-63,-63
1419657840,32767,32767,32767,32767,32767,32767,32767,32767
1419661838,32767,32767,32767,32767,32767,32767,32767,32767
1419665838,32767,32767,32767,32767,-86,32767,32767,32767
1419669838,32767,32767,32767,32767,32767,32767,32767,32767
1419673838,32767,32767,32767,32767,32767,32767,32767,32767
1419677840,32767,32767,32767,32767,32767,-86,32767,32767
1419681839,32767,32767,32767,32767,32767,32767,32767,32767
1419685838,32767,32767,32767,32767,-66,32767,32767,32767
1419689839,32767,32767,32767,32767,32767,32767,-78,-78
1419693838,32767,-28,32767,-28,32767,32767,32767,32767
1419697847,32767,32767,32767,32767,-62,-53,32767,32767
1419701838,32767,32767,32767,32767,32767,32767,32767,32767
1419705838,32767,32767,32767,32767,32767,32767,-50,-50
1419709845,32767,32767,32767,32767,-66,32767,32767,32767
1419714639,32767,32767,32767,32767,32767,32767,32767,32767
1419718639,32767,32767,32767,32767,32767,32767,32767,32767
1419722639,32767,32767,32767,32767,32767,-59,32767,32767
1419726639,32767,32767,32767,32767,32767,32767,-67,-67
1419730639,32767,32767,32767,32767,32767,32767,32767,32767
1419734640,32767,32767,32767,32767,-84,32767,32767,32767
1419738639,32767,32767,32767,32767,32767,32767,32767,32767
1419742641,32767,32767,32767,32767,32767,32767,32767,32767
1419746639,32767,32767,32767,32767,-84,-66,-79,-79
1419750639,32767,32767,32767,32767,32767,32767,32767,32767
1419754639,32767,32767,32767,32767,-54,32767,32767,32767
1419758641,32767,32767,32767,32767,32767,32767,32767,32767
1419762638,32767,32767,32767,32767,32767,32767,32767,32767
1419766638,32767,32767,32767,32767,32767,32767,32767,32767
1419770638,32767,32767,32767,32767,32767,-84,32767,32767
1419774639,32767,32767,32767,32767,32767,32767,32767,32767
1419778638,32767,32767,32767,32767,-84,32767,-48,-48
1419782640,32767,32767,32767,32767,32767,32767,32767,32767
1419786639,32767,32767,32767,32767,-54,32767,32767,32767
1419790640,32767,32767,32767,32767,32767,32767,32767,32767
1419806639,32767,32767,32767,32767,32767,32767,32767,32767
1419810638,32767,32767,32767,32767,32767,32767,32767,32767
1419814638,32767,32767,32767,32767,32767,32767,32767,32767
1419818640,32767,32767,32767,32767,32767,-84,-66,-66
1419822638,32767,32767,32767,32767,32767,32767,32767,32767
1419826638,32767,32767,32767,32767,-62,32767,32767,32767
1419830638,32767,32767,-51,32767,32767,32767,32767,32767
1419834639,32767,32767,32767,32767,32767,32767,32767,32767
1419838638,32767,32767,32767,32767,-64,32767,-78,-78
1419842638,32767,32767,32767,32767,32767,-66,32767,32767
1419846639,32767,32767,32767,32767,32767,32767,32767,32767
1419850638,32767,32767,32767,32767,-67,32767,32767,32767
1419854638,32767,32767,32767,32767,32767,32767,32767,32767
1419858638,32767,32767,32767,32767,32767,32767,32767,32767
1419862638,32767,32767,32767,32767,32767,-61,32767,32767
1419866638,32767,32767,32767,32767,32767,32767,32767,32767
1419870638,32767,32767,32767,32767,32767,32767,-53,-53
1419874638,32767,32767,32767,32767,-57,32767,32767,32767
1419878638,32767,32767,32767,32767,32767,32767,32767,32767
1419882638,32767,32767,32767,32767,32767,32767,32767,32767
1419886638,32767,32767,32767,32767,-63,-53,32767,32767
1419890638,32767,32767,32767,32767,32767,32767,-68,-68
1419894638,32767,32767,32767,32767,32767,32767,32767,32767
1419898639,32767,32767,32767,32767,-64,32767,32767,32767
1419902640,32767,-26,32767,-26,32767,32767,32767,32767
1419906640,32767,32767,32767,32767,32767,32767,-38,-38
1419910639,32767,32767,32767,32767,32767,-60,32767,32767
1419914638,32767,32767,32767,32767,32767,32767,32767,32767
1419918638,32767,32767,32767,32767,32767,32767,32767,32767
1419922638,32767,32767,32767,32767,-84,32767,32767,32767
1419926644,32767,32767,32767,32767,32767,32767,-50,-50
1419930638,32767,32767,32767,32767,32767,32767,32767,32767
1419934638,32767,32767,32767,32767,-84,-69,32767,32767
1419938638,32767,32767,32767,32767,32767,32767,32767,32767
1419942638,32767,32767,32767,32767,-54,32767,32767,32767
1419946638,32767,32767,32767,32767,32767,32767,32767,32767
1419950638,32767,32767,32767,32767,32767,32767,32767,32767
1419954638,32767,32767,32767,32767,32767,32767,32767,32767
1419958640,32767,32767,32767,32767,32767,-69,32767,32767
1419962638,32767,32767,32767,32767,32767,32767,-59,-59
1419966638,32767,32767,32767,32767,-67,32767,32767,32767
1419970639,32767,32767,32767,32767,32767,32767,32767,32767
1419974638,32767,32767,32767,32767,32767,32767,32767,32767
1419978638,32767,32767,32767,32767,-68,32767,32767,32767
1419982638,32767,32767,32767,32767,32767,-84,-74,-74
1419986639,32767,32767,32767,32767,32767,32767,32767,32767
1419990638,32767,32767,32767,32767,-68,32767,32767,32767
1419994638,32767,32767,32767,32767,32767,32767,32767,32767
1419998641,32767,32767,32767,32767,32767,32767,32767,32767
1420002639,32767,32767,32767,32767,32767,-58,-81,-81
1420006638,32767,-20,32767,-20,32767,32767,32767,32767
1420010639,32767,32767,32767,32767,32767,32767,32767,32767
1420014638,32767,32767,32767,32767,-69,32767,32767,32767
1420018638,32767,32767,32767,32767,32767,32767,-43,-43
1420022638,32767,32767,32767,32767,32767,32767,32767,32767
1420026639,32767,32767,32767,32767,-66,-57,32767,32767
1420030638,32767,32767,-53,32767,32767,32767,32767,32767
1420034638,32767,32767,32767,32767,32767,32767,32767,32767
1420038638,32767,32767,32767,32767,-69,32767,32767,32767
1420042641,32767,32767,32767,32767,32767,32767,32767,32767
