timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,vision_attitude_timestamp_rel,vision_position_timestamp_rel
1402587438,32767,32767,32767,32767,-66,32767,32767,32767
1402591438,32767,32767,32767,32767,32767,32767,32767,32767
1402595438,32767,32767,32767,32767,32767,32767,32767,32767
1402599441,32767,32767,32767,32767,-70,-61,32767,32767
1402603438,32767,32767,32767,32767,32767,32767,-82,-82
1402607438,32767,32767,32767,32767,32767,32767,32767,32767
1402611441,32767,32767,32767,32767,-62,32767,32767,32767
1402615439,32767,32767,32767,32767,32767,32767,32767,32767
1402619478,32767,32767,-55,32767,32767,32767,-242,-49
1402623438,32767,32767,32767,32767,32767,-60,-89,-89
1402627445,32767,32767,32767,32767,32767,32767,32767,32767
1402631438,32767,32767,32767,32767,32767,32767,32767,32767
