timestamp,roll,pitch,yaw,thrust
1399021237,-0.007173423,-0.028785903,-0.013069584,0.6810989
1399049223,-0.006317126,-0.023000805,-0.012018756,0.6817277
1399081212,-0.013992533,-0.013092832,-0.011408791,0.6819454
1401293175,-0.029591033,0.026689796,-0.04500795,0.6784413
1402206774,-0.028690336,0.014788522,-0.024546396,0.682634
1402238798,-0.03208535,0.0014366393,-0.024219215,0.67823565
1402270806,-0.023853987,0.006425489,-0.024286127,0.679049
1402302826,-0.009252207,0.012110809,-0.0244153,0.67949617
1402334796,-0.002258395,0.013483606,-0.024146426,0.6821484
1402366898,-0.005253195,0.005532401,-0.024805391,0.6750108
1402398801,0.00524668,0.005578422,-0.025649725,0.6760094
1402426773,0.01667361,0.006658212,-0.026821168,0.67700785
1402458761,0.022051679,0.021277862,-0.027707856,0.6795826
1402490799,0.037834905,0.017977724,-0.028846353,0.6776957
1402523559,0.016954316,0.029044364,-0.031468622,0.6752467
1402555565,0.03343045,0.02812779,-0.034634665,0.6763801
1402587601,0.041545287,0.03891059,-0.03813549,0.6822293
1402619637,0.034468796,0.015625726,-0.041734528,0.6813308
1402651569,0.03839363,0.01718716,-0.04541475,0.6778595
1402683600,0.015546916,0.033180445,-0.04826134,0.6802155
1402715564,0.028471794,0.019606495,-0.05048271,0.67757916
1402747603,0.020879747,0.009296369,-0.051905118,0.67612356
1402779605,0.005903461,0.006612816,-0.053055294,0.67507553
1402811606,0.0064295754,0.010782215,-0.053758804,0.6835442
1402843619,0.0008241731,0.00031266606,-0.054199945,0.68189615
1402875567,-0.0009088066,-0.014597118,-0.054066125,0.67609215
1402907566,-0.0010636084,0.0022041977,-0.05390257,0.68047553
1402939620,-0.0014399941,-0.0031982583,-0.052764047,0.6782264
1402972391,-0.006456578,-0.010965365,-0.051528107,0.67597824
1403004400,-0.023211112,0.009952239,-0.05046774,0.67672414
1403036405,-0.01225793,0.027390895,-0.04858082,0.68143684
1403068405,-0.015370076,0.025397047,-0.04715928,0.6801273
1403100397,-0.01516977,0.018743504,-0.045744944,0.6749574
1403132405,-0.016981218,0.029570349,-0.044296496,0.67979926
1403164401,-0.018386498,0.026396532,-0.04249612,0.67953473
1403228405,-0.04696224,0.029400246,-0.03874232,0.6781273
1403260372,-0.017037714,0.025954489,-0.037101343,0.6800152
1403292365,-0.000871968,0.04053819,-0.035923563,0.6821247
1403324409,-0.01959523,0.028207568,-0.03438639,0.67837375
1403356400,-0.010348605,0.027697133,-0.033596955,0.6786111
1403388400,-0.0027312809,0.022820376,-0.032873042,0.67997605
1403421218,0.0007049416,0.011022972,-0.03162341,0.6788904
1403453200,-0.014754069,0.022820422,-0.03053152,0.6753124
1403485212,0.0031212224,0.014266515,-0.029321484,0.677357
1403517218,-0.0032194795,0.035467744,-0.028801844,0.68100643
1403549202,-0.012249409,0.016785251,-0.02680313,0.68196154
1403581211,0.0042771357,0.016417036,-0.025745317,0.67937523
1403613233,0.0047347066,0.016626235,-0.02383574,0.6786935
1403645213,0.010090328,0.01741884,-0.02133183,0.6824026
1403677303,-0.010673263,0.013602464,-0.019123115,0.6764412
1403709202,0.0043524653,-0.001100565,-0.017173277,0.6741546
1403741206,0.005661233,0.030131971,-0.014905615,0.67995256
1403773203,0.017914664,0.015537632,-0.012593866,0.68046206
1403837232,-0.0062301797,0.007470167,-0.007041676,0.6763314
1403869996,0.011062844,0.002054183,-0.004166479,0.68051744
1403902107,-4.32821e-05,-0.022281634,-0.0010747884,0.67990565
1403933998,-0.0030444234,-0.026513852,0.0013966984,0.677292
1403966002,-0.014905581,-0.019034214,0.003978919,0.67817855
1403998016,0.0059748287,-0.028141966,0.0063758898,0.67857987
1404029999,0.009066979,-0.0041250503,0.007898858,0.68018097
1404061959,-0.0020661212,-0.019960403,0.009577723,0.6768521
1404094195,0.0068556108,-0.026864456,0.010991208,0.6784089
1404125996,0.01509179,-0.024450382,0.011813254,0.678641
1404157997,0.008260872,-0.030234933,0.013535319,0.6826678
1404190010,-0.0066242316,-0.039126888,0.014808482,0.67586434
1404222008,0.014067103,-0.049482618,0.016033486,0.6763743
1404253997,0.007655686,-0.030770442,0.01789654,0.68020254
1404286799,0.010451127,-0.04450282,0.020309735,0.67994606
1404318858,-0.0070015527,-0.041769877,0.022080751,0.680026
1404350796,0.0022180418,-0.043080643,0.024531377,0.6827383
1404382806,0.0019682872,-0.023621298,0.02698428,0.6826973
1404446805,0.0010914048,-0.024052558,0.030845452,0.67810965
1404478774,0.007563093,-0.041309055,0.032588612,0.6784703
1404510801,0.015506785,-0.022195576,0.03414941,0.67986333
1404542796,0.013358962,-0.0257869,0.03562621,0.67818666
1404574800,-0.0020754195,-0.012092551,0.036637973,0.67697155
1404606763,-0.0059078834,-0.020032035,0.036905643,0.6780487
1404638995,0.012171693,0.0054907356,0.037780184,0.6811891
1404666786,0.014414429,-0.0060108015,0.03871599,0.67888457
1404698798,0.00063616724,0.009573153,0.0402761,0.6796063
1404730799,0.0064084614,0.009524813,0.041844238,0.68132806
1404763561,0.0021667487,0.0120116575,0.04219186,0.67706746
1404795599,0.0022393283,0.010412459,0.04300893,0.68277985
1404827836,8.347859e-05,0.0073063974,0.043584857,0.6802917
1404859596,0.016431374,-0.002282057,0.044334967,0.6814429
1404891595,-0.0055232598,-0.0013971165,0.04454892,0.67867386
1404923610,0.013134544,-0.014770928,0.044562694,0.67844486
1404955604,0.023523692,-0.012827408,0.04437889,0.6793852
1404987595,0.037223004,-0.017093584,0.04436555,0.6829205
1405051565,0.035251226,-0.014986142,0.041849528,0.678163
1405079618,0.031313807,-0.025400452,0.041449197,0.6769913
1405111559,0.03274975,-0.007367864,0.03994526,0.6792507
1405143598,0.04067072,-0.003234206,0.03876188,0.68245625
1405175618,0.04304836,0.010309438,0.037189215,0.6813212
1405208410,0.041518103,-0.0012211176,0.03573339,0.67749125
1405240595,0.034508437,0.004250332,0.034098234,0.6796859
1405272463,0.04530947,-0.0071618385,0.03232316,0.67943025
1405304402,0.03989598,0.013882273,0.031132724,0.68136466
1405336400,0.02346975,-0.001247469,0.03070639,0.6765698
1405368413,0.016982263,0.0048138923,0.030505534,0.67672545
1405400365,0.014889116,0.016150203,0.030920861,0.67801875
1405464402,-0.008853872,0.014169544,0.03194905,0.6780661
1405492400,-0.006982262,0.0076254397,0.032111306,0.6776087
1405524395,-0.0074823485,0.0054233894,0.031686734,0.6775972
1405588400,0.0024412116,0.0142883435,0.028134353,0.6802206
1405653294,0.008307242,0.016786966,0.02174364,0.6808193
1405685259,-0.0028506946,0.028974703,0.018064922,0.67771846
1405713223,-0.008198724,0.033879895,0.015782803,0.67803305
1405745204,0.01082556,0.016299471,0.012912171,0.6783133
1405777168,0.0136718275,0.045118902,0.009828705,0.67949796
1405809163,0.014422927,0.031566635,0.0070107663,0.6787445
1405873202,0.018620394,0.04875432,-0.0005229989,0.6773065
1405905163,0.024714913,0.05974868,-0.0045768297,0.683507
1405937238,0.015018614,0.043254107,-0.008493819,0.6827853
1405965229,0.025556702,0.054144263,-0.011553295,0.68240345
1405997203,0.02763092,0.031291604,-0.014223814,0.68092126
1406029205,0.012704265,0.04386236,-0.017123109,0.67909425
1406061959,0.026071912,0.026407119,-0.019263912,0.6819875
1406094008,0.031032136,0.03673886,-0.020992061,0.6807033
1406126016,0.029901482,0.02024518,-0.022525935,0.67552406
1406158008,0.02790213,0.03343067,-0.024313863,0.67898864
1406189997,0.039753325,0.022209395,-0.026268372,0.68152064
1406221998,0.049506154,0.025489824,-0.026942734,0.68490785
1406253999,0.025108114,0.020675123,-0.027836762,0.68006337
1406286008,0.027173594,0.0136357,-0.028438345,0.68059534
1406318007,0.026321905,0.007427103,-0.028139059,0.68125564
1406350011,0.029874478,-0.00527447,-0.026783437,0.6809621
1406378020,0.036193535,-0.0074263304,-0.026507765,0.6825867
1406409962,0.01113658,-0.0042275325,-0.024679815,0.68195635
1406441996,0.010774406,-0.024779579,-0.02413663,0.67437726
1406474008,0.015085256,-0.016557496,-0.022947662,0.6794332
1406506759,0.019421933,-0.0114890905,-0.021603145,0.6831478
1406538809,0.00142515,-0.01501374,-0.021232434,0.67972916
1406570958,0.009568226,-0.033534165,-0.020922532,0.679574
1406602805,0.018732311,-0.01617775,-0.020314457,0.6825289
1406634796,0.02353074,-0.027180789,-0.019916166,0.6797398
1406666996,0.033277217,-0.033834703,-0.020436605,0.67658013
1406698844,0.025420867,-0.01673366,-0.021201557,0.674635
1406730806,0.037710816,-0.007471714,-0.02116278,0.68200505
1406762798,0.028321996,-0.0016929811,-0.020951679,0.6815248
1406794907,0.026227819,-0.012559297,-0.020267516,0.67830217
1406822808,0.0338573,-0.0033083418,-0.019888166,0.6793202
1406854788,0.021103848,0.022922732,-0.019278485,0.6793316
1406886759,0.029662348,0.00866547,-0.018489191,0.6806708
1406918761,0.039164506,0.02240548,-0.017891563,0.680286
1406950796,0.035926137,0.014053697,-0.016003082,0.6780071
1406982796,0.020938445,0.015957005,-0.014646527,0.6773613
1407011663,0.016767656,0.023807907,-0.013370237,0.6802004
1407043599,0.019762484,0.015244235,-0.01310081,0.6771469
1407075600,0.029259654,0.017129552,-0.0124903275,0.6793511
