timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],n_states,vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,nan_flags,health_flags,timeout_flags,pre_flt_fail
1402175188,-0.9999668,0.0014047276,0.0026762537,0.0075780745,-0.0015361372,0.01681896,0.002945652,-0.010446586,0.177022,-1.3500526,-7.588428e-06,2.2277576e-05,-1.586184e-06,0.0016888409,0.0002543062,0.00027445029,0.01890175,-0.270307,0.49876556,0.0,0.0,0.0,0.0,0.0,0.0,4.366996e-08,0.0005566691,0.009137086,9.537387e-07,9.957586e-06,9.327608e-06,6.857861e-05,0.0041366005,0.0041361772,0.004375268,0.00110791,0.0011078817,0.0020614315,1.20079224e-11,1.2007463e-11,2.1960576e-11,5.317234e-08,6.864168e-08,5.000014e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5275,0.047072195,0.04540299,0.08140256,0.0,0.0422822,0.0008790599,0.0,0.007119561,0.0,0.00018,0,0,0,895,0,0,0,0
1402375013,-0.99995774,0.0022914389,0.0038174463,0.008052558,0.009140893,0.0046234983,0.002452066,-0.0050244373,0.17890428,-1.3511592,-7.5508133e-06,2.2367436e-05,-1.7105385e-06,0.0016889594,0.00025475418,0.0002749291,0.01890175,-0.270307,0.49876556,0.0,0.0,0.0,0.0,0.0,0.0,4.6810513e-08,0.00055260584,0.009559342,9.568824e-07,9.756155e-06,9.125739e-06,6.8458234e-05,0.0042052944,0.004204793,0.004339409,0.0011423947,0.0011423575,0.0020359282,1.18835e-11,1.1883026e-11,2.194618e-11,5.31698e-08,6.863686e-08,5.000007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5275,0.04779908,0.04512126,0.07224446,0.0,0.015291555,0.00551749,0.0,0.0016846878,0.0,6e-06,0,0,0,895,0,0,0,0
1402579974,-0.9999571,0.0040483633,0.0034198656,0.007611162,0.016425336,-0.028894193,0.0015972476,0.0013927626,0.16489011,-1.3532565,-7.3353485e-06,2.2413482e-05,-1.8409442e-06,0.0016897543,0.00025497956,0.00027591293,0.01890175,-0.270307,0.49876556,0.0,0.0,0.0,0.0,0.0,0.0,4.642542e-08,0.00053326605,0.0093057575,9.552692e-07,9.419657e-06,8.789757e-06,6.8579604e-05,0.0040761377,0.004075484,0.0043317582,0.001079317,0.0010792746,0.0020390227,1.1690121e-11,1.1689637e-11,2.1963268e-11,5.3166563e-08,6.863083e-08,5.0000097e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5275,0.046460643,0.04515554,0.09633301,0.0,0.011032391,0.011883304,0.0,0.0012311892,0.0,0.000167,0,0,0,895,0,0,0,0
1402784028,-0.9999829,0.0009327256,0.0022396941,0.00533302,0.0091087185,-0.03681578,0.0036416198,-0.0028844853,0.15938853,-1.3551635,-7.4120244e-06,2.2218259e-05,-1.9607028e-06,0.001689477,0.00025410703,0.00027669818,0.01890175,-0.270307,0.49876556,0.0,0.0,0.0,0.0,0.0,0.0,6.717041e-08,0.00055832963,0.009250732,9.447815e-07,9.0925205e-06,8.4623225e-06,6.8474714e-05,0.004089056,0.004088247,0.004289883,0.0011176673,0.0011176037,0.0020088253,1.1509567e-11,1.1509085e-11,2.1948773e-11,5.3163866e-08,6.862571e-08,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5275,0.047278654,0.04481992,0.06456879,0.0,0.031092897,0.004973436,0.0,0.0045829876,0.0,0.000221,0,0,0,895,0,0,0,0
1402984768,-0.99998724,-0.0023412153,0.0012948975,0.0042933407,0.009263462,-0.04085805,-0.0014182598,0.0027117007,0.149154,-1.3588904,-7.358072e-06,2.2274256e-05,-2.0581845e-06,0.0016896466,0.00025436335,0.00027914168,0.01890175,-0.270307,0.49876556,0.0,0.0,0.0,0.0,0.0,0.0,5.913329e-08,0.00058337353,0.009694146,9.409525e-07,8.71023e-06,8.081265e-06,6.856964e-05,0.0038995629,0.0038989878,0.004243755,0.0010412756,0.0010412056,0.0019751284,1.13042475e-11,1.13038025e-11,2.1961653e-11,5.316104e-08,6.862037e-08,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5275,0.04563421,0.044442415,0.071716934,0.0,0.035640623,0.009654458,0.0,0.0065285666,0.0,0.000159,0,0,0,895,0,0,0,0
1403188864,-0.99997693,-0.0033365749,0.0029883347,0.005118073,0.016885988,-0.020582724,0.003762695,0.011831521,0.14695282,-1.359826,-7.430046e-06,2.2384136e-05,-2.1898675e-06,0.0016893884,0.00025484877,0.00027944695,0.01890175,-0.270307,0.49876556,0.0,0.0,0.0,0.0,0.0,0.0,5.1182422e-08,0.00053128455,0.009231853,9.461596e-07,8.438979e-06,7.810277e-06,6.8475856e-05,0.0040203272,0.0040200953,0.0042432365,0.0011150872,0.001115018,0.0019767778,1.11625795e-11,1.1162172e-11,2.1951125e-11,5.315908e-08,6.861647e-08,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5275,0.04722399,0.04446097,0.06629745,0.0,0.022083897,0.008176946,0.0,0.00017503656,0.0,0.000254,0,0,0,895,0,0,0,0
1403388778,-0.99997574,-0.0021871193,0.0014828109,0.006458111,0.020950846,-0.014048175,0.008668211,0.017919278,0.14203934,-1.3604696,-7.364814e-06,2.242263e-05,-2.2795152e-06,0.0016895889,0.0002550019,0.00028017268,0.01890175,-0.270307,0.49876556,0.0,0.0,0.0,0.0,0.0,0.0,5.2565095e-08,0.00048736745,0.008431367,9.5270025e-07,8.158688e-06,7.5299104e-06,6.856013e-05,0.004020557,0.0040204045,0.0041996078,0.0012183625,0.001218313,0.0019423742,1.101757e-11,1.1017194e-11,2.1964002e-11,5.315725e-08,6.8612835e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5275,0.049362693,0.044072375,0.045075044,0.0,0.019814406,0.010691747,0.0,0.0022883127,0.0,0.00017099999,0,0,0,895,0,0,0,0
1403589491,-0.99997306,-0.00097111304,0.0004059664,0.0072659343,0.013180722,-0.0034901027,0.0056769038,0.023202525,0.14255747,-1.3596,-7.4111135e-06,2.241033e-05,-2.4115395e-06,0.0016894343,0.00025497272,0.00027957352,0.01890175,-0.270307,0.49876556,0.0,0.0,0.0,0.0,0.0,0.0,5.611342e-08,0.00055746577,0.008620097,9.570971e-07,7.871409e-06,7.242267e-06,6.844473e-05,0.0038686774,0.0038685391,0.004664255,0.0011784099,0.001178384,0.0023727072,1.0874318e-11,1.0873977e-11,2.195004e-11,5.3155606e-08,6.8609495e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5275,0.04854682,0.048710443,0.100819804,0.0,0.009030331,0.0042554643,0.0,0.002635084,0.0,8.4e-05,0,0,0,895,0,0,0,0
1403793451,-0.99996316,-0.00063321734,-0.00043156618,0.008548555,0.0006874781,-0.006209921,0.011367512,0.019540317,0.13738176,-1.3600352,-7.335318e-06,2.2316972e-05,-2.5055735e-06,0.0016896629,0.0002545977,0.00028029166,0.01890175,-0.270307,0.49876556,0.0,0.0,0.0,0.0,0.0,0.0,6.009043e-08,0.0005970439,0.009339913,9.642118e-07,7.598518e-06,6.9694333e-06,6.8528636e-05,0.0036240066,0.0036239,0.0046206126,0.0010461289,0.001046116,0.002330753,1.0739891e-11,1.0739575e-11,2.196288e-11,5.315429e-08,6.8606724e-08,5.0000068e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5275,0.045741066,0.048277874,0.070828505,0.0,0.04135348,0.007388006,0.0,0.000756165,0.0,4.4e-05,0,0,0,895,0,0,0,0
1403998418,-0.99994206,-0.0010743677,-0.0010340173,0.010669463,-0.025005495,0.0014860576,0.0019659842,0.0044271303,0.13673498,-1.3619182,-7.341417e-06,2.2126338e-05,-2.5888573e-06,0.0016896473,0.00025387006,0.00028206824,0.01890175,-0.270307,0.49876556,0.0,0.0,0.0,0.0,0.0,0.0,5.589905e-08,0.0005440823,0.0089006135,9.763335e-07,7.430195e-06,6.801359e-06,6.8637935e-05,0.0036911855,0.0036911448,0.0046243523,0.0010854099,0.0010854009,0.002332612,1.0662657e-11,1.0662356e-11,2.19817e-11,5.3153805e-08,6.8605296e-08,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5275,0.046591964,0.048297122,0.06292333,0.0,0.040222265,0.018842848,0.0,0.0042471164,0.0,0.000211,0,0,0,895,0,0,0,0
