timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
1402290640,-0.0110441195,-0.015206516,-0.036028072,4001,0,-0.029263927,-0.7496588,-9.297069,4001
1402294638,-0.014607915,0.0071718753,0.018609134,3998,0,0.6290348,0.5572951,-11.117185,3998
1402298638,-0.020911237,-0.038424823,0.008553045,4000,0,-0.12085201,-0.67462486,-8.710545,4000
1402302662,-0.0053946394,0.023139657,-0.03114773,4024,0,-0.18141854,0.2854681,-10.236773,4024
1402306638,-0.03758418,-0.010294879,0.025086408,3976,0,0.4810756,0.21432929,-9.646416,3976
1402310641,0.012281253,0.03372333,-0.038870245,4003,0,-0.052553236,-0.39391646,-8.631857,4003
1402314638,-0.017411925,-0.012618224,0.021502852,3997,0,0.3324965,0.9116299,-11.871742,3997
1402318640,-0.022786178,0.021284528,8.996265e-05,4002,0,0.19217375,-0.80105615,-7.7803307,4002
1402322639,-0.012646949,-0.016786594,-0.018052567,3999,0,0.109562665,0.33468375,-11.452163,3999
1402326638,-0.041116465,0.011293651,0.01894756,3999,0,0.17016971,-0.39835212,-9.559621,3999
1402330638,0.019168308,0.02784641,-0.019552466,4000,0,0.26384306,-0.19343856,-8.083448,4000
1402334638,-0.051427927,-0.053895522,0.014569787,4000,0,-0.24521807,0.7742886,-12.428223,4000
1402338638,-0.012676784,0.10197971,-0.018997509,4000,0,0.87734896,-0.50158197,-6.8960147,4000
1402342638,-0.032348577,-0.09137409,0.0015148809,4000,0,-0.2915345,0.5834796,-12.234482,4000
1402346639,-0.048975606,0.06404453,0.0035007414,4001,0,0.50908387,-0.68659097,-9.308326,4001
1402350638,-0.0024405078,-0.018216211,0.00012745759,3999,0,0.40836737,0.17738079,-9.018817,3999
1402354641,-0.051891424,-0.027414791,0.020506544,4003,0,-0.7322765,0.030201944,-11.678559,4003
1402358638,-0.01597303,0.10939722,-0.00926327,3997,0,1.1652633,-0.20122422,-6.5991244,3997
1402362638,-0.049513165,-0.12815787,0.002981115,4000,0,-0.96772623,0.55161494,-12.134715,4000
1402366638,-0.012642432,0.1747638,-0.0051577566,4000,0,0.8694713,-0.43149465,-8.580665,4000
1402370638,-0.0062331827,-0.115200095,-0.0051510627,4000,0,0.0479861,0.3139732,-9.493518,4000
1402374638,-0.02877831,0.06524991,0.0053544817,4000,0,-0.48717833,-0.2818846,-11.702121,4000
1402378639,0.008247113,0.059347246,0.006463041,4001,0,1.630986,0.010499702,-7.3956027,4001
1402386639,0.015200966,0.15515329,0.00028691225,4001,0,1.2257329,-0.31519407,-8.025779,4001
1402390640,0.0013516076,-0.13441542,0.0029347907,4001,0,-0.7163009,0.6963569,-10.318184,4001
1402394638,0.0044087213,0.14503384,0.007505264,3998,0,0.2062341,-0.37801924,-10.155221,3998
1402398639,0.016289655,-0.04799958,-0.01753687,4001,0,1.269358,0.2903621,-8.44697,4001
1402402638,-0.013568983,-0.0034931293,0.021724276,3999,0,-1.2389997,-0.16236715,-11.426193,3999
1402406639,0.01112417,0.09665009,-0.0032266036,4001,0,1.4616897,-0.17027922,-8.300547,4001
1402410638,-0.020349398,-0.12184249,0.010720004,3999,0,-0.99681157,0.27073148,-10.407088,3999
1402414638,-0.007154385,0.15092729,0.01792561,4000,0,0.5775559,-0.5910655,-9.741169,4000
1402418638,-0.0037574545,-0.12740849,-0.011381899,4000,0,0.63292426,0.35013512,-9.177124,4000
1402422638,-0.005672772,0.0667353,0.03263472,4000,0,-0.6311846,-0.026669474,-10.534509,4000
1402426647,0.007960606,-0.0033181722,-0.016533418,4009,0,1.0314306,0.19389148,-8.908901,4009
1402430638,-0.025292577,-0.03495556,-0.008259608,3991,0,-0.6217643,0.1360972,-10.405539,3991
1402434638,-0.0075449846,0.100317754,0.014462665,4000,0,0.8962324,-0.4721542,-9.461592,4000
1402438638,-0.005708774,-0.11361364,-0.0011508522,4000,0,-0.3166534,0.023692738,-9.69835,4000
1402442638,0.00043528737,0.11035134,0.038980033,4000,0,0.03537437,-0.009220991,-10.094182,4000
1402446638,0.0031702074,-0.0697712,-0.017646054,4000,0,0.49212098,0.32934502,-9.116434,4000
1402450638,-0.0080031,0.05519791,-0.0014076291,4000,0,-0.47113487,0.1987902,-10.133062,4000
1402454638,0.008881149,0.02418523,0.023003073,4000,0,0.8348653,-0.059469756,-9.476628,4000
1402458638,0.004894847,-0.06169911,-0.01420215,4000,0,-0.49706054,-0.31450796,-10.101536,4000
1402462638,0.006460258,0.0879052,0.035735056,4000,0,0.62303424,0.007868341,-10.125062,4000
1402466638,0.0011649904,-0.10670039,-0.0152581455,4000,0,-0.029828964,-0.17994453,-9.343371,4000
1402470639,0.0100496905,0.09076191,0.0068239425,4001,0,0.28958175,0.35197338,-9.786161,4001
1402474641,0.015612897,-0.0695658,0.01975425,4002,0,0.113708995,0.15973622,-9.2885065,4002
1402478639,0.04549523,0.035365466,-0.012264575,3998,0,-0.35167402,-0.10291993,-10.202922,3998
1402482639,0.0218772,-0.0035609987,0.04247609,4000,0,0.92742515,0.5087946,-10.183365,4000
1402486638,0.019922039,-0.042544708,-0.02081618,3999,0,-0.35127726,-0.78144616,-9.624498,3999
1402490638,0.033551227,0.08257232,0.027516881,4000,0,0.76534164,0.42703652,-9.989397,4000
1402494638,0.024733974,-0.0843669,0.031416114,4000,0,-0.42258582,-0.24236175,-8.941185,4000
1402498638,0.06283013,0.082270086,-0.009200195,4000,0,0.0068557123,0.11965195,-10.393108,4000
1402502638,0.023224168,-0.030360095,0.044394802,4000,0,0.6250222,0.59018624,-10.024971,4000
1402506638,0.046252515,0.030384997,-0.014661952,4000,0,-0.36339766,-0.7024245,-8.769757,4000
1402510638,0.033740066,0.023248259,0.031950973,4000,0,0.884619,0.8059746,-10.706863,4000
1402515439,0.010864724,-0.009269961,0.010552682,4801,0,-0.21675788,-0.4447192,-8.99227,4801
1402519438,0.029480109,0.060083542,0.014277235,3999,0,0.5034104,0.7706059,-11.184995,3999
1402523438,0.0128649175,-0.054462977,0.027625497,4000,0,-0.12031783,-0.57202923,-8.6622715,4000
1402527439,0.042467576,0.0819323,-0.00092238886,4001,0,0.16447851,-0.30358753,-10.2797985,4001
1402531439,0.011609488,-0.025265213,0.04076159,4000,0,0.3958946,0.3432297,-10.07392,4000
1402535438,0.061326336,0.06714794,0.008403435,3999,0,-0.082615376,-0.24431781,-8.269711,3999
1402539441,0.023611661,-0.00080405007,0.018249705,4003,0,-0.06922848,0.84694475,-11.797915,4003
1402543438,0.034565523,0.04146949,0.016790055,3997,0,0.6056008,-0.4365122,-7.7841587,3997
1402547440,0.045982685,0.013663013,0.0141965225,4002,0,-0.04523409,-0.017689785,-10.850517,4002
1402551440,0.020064961,0.025963599,0.041596897,4000,0,0.39534345,-0.11412755,-10.008694,4000
1402555438,0.069381654,0.03732762,0.03334257,3998,0,0.23162147,-0.41132784,-8.564138,3998
1402559449,0.027287334,-0.013535262,0.01808298,4011,0,-0.44251275,0.6449611,-11.945651,4011
1402563438,0.038007524,0.09089521,0.017855354,3989,0,0.9423963,-0.13643405,-6.7626295,3989
1402567438,0.0245853,-0.024976397,0.016746912,4000,0,-0.56866676,0.37878573,-11.141683,4000
1402571438,0.010805177,0.102167316,0.020312682,4000,0,0.63267446,-0.19017355,-9.787688,4000
1402575439,0.043885008,-0.029866915,0.040471863,4001,0,0.23137361,-0.50309277,-9.065709,4001
1402579438,0.021794824,0.016241416,0.022156501,3999,0,-0.58094954,-0.00091167464,-12.005588,3999
1402583440,0.045825902,0.08550213,0.020587593,4002,0,1.6086148,-0.11503273,-6.9299994,4002
1402587438,0.019905498,-0.076054655,0.014497341,3998,0,-1.1527847,0.63078886,-11.255692,3998
1402591438,0.033961587,0.16231859,0.026260875,4000,0,0.6732335,-0.09692369,-9.023681,4000
1402595438,0.032395758,-0.09624241,0.026122816,4000,0,0.1799237,0.117543496,-9.231409,4000
1402599441,0.023223082,0.086836345,0.03041009,4003,0,-0.16549595,-0.31590244,-11.585054,4003
1402603438,0.030279383,-0.0036499018,0.022119991,3997,0,1.7806726,-0.16239232,-7.8245726,3997
1402607438,0.0035984716,-0.061608613,0.024110382,4000,0,-1.5185544,0.04075152,-11.131426,4000
1402611441,0.03428915,0.1266624,0.026244834,4003,0,0.9275805,0.026468577,-8.780598,4003
1402615439,0.03292752,-0.12338162,0.023126971,3998,0,-0.55077976,0.26302034,-9.510287,3998
1402619478,0.035092212,0.12880197,0.033109315,4039,0,0.49119526,-0.24159952,-10.637599,4039
1402623438,0.019551324,-0.08780513,0.007939683,3960,0,1.1620841,0.16794915,-8.814791,3960
1402627445,0.019751007,0.046029005,0.025522215,4007,0,-1.1697987,-0.01919962,-11.371133,4007
1402631438,0.041563656,0.037201,0.018768964,3993,0,1.0861423,0.13378775,-8.723061,3993
1402635438,0.029476067,-0.085819274,0.024458077,4000,0,-0.7755648,-0.15773839,-10.030709,4000
1402639438,0.03933148,0.12113451,0.039818324,4000,0,0.9407124,-0.33103856,-9.877757,4000
1402643438,0.03833649,-0.12563123,0.011128087,4000,0,0.41646472,0.22182274,-9.270377,4000
1402647438,0.040268227,0.087800354,0.040342063,4000,0,-0.64867884,0.06053017,-10.417458,4000
1402651438,0.046766806,-0.053653266,0.009530498,4000,0,0.98248565,0.5451282,-9.078936,4000
1402655439,0.03695647,-0.0058716675,0.010587797,4001,0,-0.62856394,-0.26017073,-10.341811,4001
1402659439,0.0678208,0.08686079,0.028659891,4000,0,1.050031,-0.20766799,-9.511958,4000
1402663440,0.060915902,-0.11617686,0.018553725,4001,0,-0.24310827,-0.22022088,-9.717323,4001
1402667441,0.08059047,0.13963178,0.042283107,4001,0,0.09961533,0.014408141,-10.557602,4001
1402671440,0.05940238,-0.105058715,-0.00306682,3999,0,0.5628617,0.5966353,-8.833988,3999
1402675438,0.060779303,0.08742146,0.012285116,3998,0,-0.64147824,-0.055008408,-10.048479,3998
1402679438,0.062828645,0.039861273,0.029722465,4000,0,0.984419,0.43515262,-9.207299,4000
1402683441,0.049438152,-0.07320853,0.00585401,4003,0,-0.41557038,-0.7259608,-10.5430565,4003
1402687438,0.06989589,0.11617695,0.050041713,3997,0,0.60886526,0.053214405,-10.257685,3997
1402691438,0.042919368,-0.10767723,-0.004408272,4000,0,-0.02495579,-0.1151026,-9.016145,4000
1402695441,0.06355682,0.14122576,0.010887931,4003,0,0.061247617,0.26253235,-9.611083,4003
1402699438,0.045946658,-0.043388266,0.019129975,3997,0,0.28367966,0.4100216,-9.056721,3997
1402703438,0.050386056,0.049883723,-0.010345576,4000,0,-0.4365522,-0.44038835,-10.533757,4000
1402707438,0.04510238,0.051492225,0.05089395,4000,0,1.0575002,0.5156883,-10.316036,4000
1402711439,0.029012186,-0.06266073,-0.01080407,4001,0,-0.3819614,-0.7784439,-9.516659,4001
1402715438,0.06192333,0.1317431,0.01902327,3999,0,0.8933676,0.30077115,-10.150076,3999
1402719441,0.022791572,-0.081134684,0.026619438,4003,0,-0.36444777,0.061433103,-8.913595,4003
1402723438,0.042700864,0.109103665,-0.017596528,3997,0,-0.24252698,-0.08589213,-9.961345,3997
1402727438,-0.002906977,-0.024770176,0.036110774,4000,0,0.9225691,0.6898406,-9.998289,4000
1402731439,0.035521246,0.03269736,-0.014010456,4001,0,-0.5534907,-1.0713725,-9.213316,4001
1402735438,0.037986804,0.060075518,0.014391649,3999,0,1.2249101,0.75809896,-10.214469,3999
1402739441,-0.0038759692,-0.085531384,0.0053245234,4003,0,-0.6094905,-0.4893671,-8.987127,4003
1402743438,0.018080007,0.12924522,-0.008873979,3997,0,0.1775774,0.014885595,-11.064131,3997
1402747438,-0.015514893,-0.07894877,0.032749645,4000,0,0.48191774,0.26919642,-8.751243,4000
1402751439,0.056568835,0.08803146,-0.010944869,4001,0,-0.30398345,-0.5183429,-9.4302635,4001
1402755440,0.017836476,0.0015647219,0.019497981,4001,0,0.95574456,0.9639331,-11.030546,4001
1402759438,0.016061267,-0.018832462,-0.005954997,3998,0,-0.42402163,-0.73326766,-8.531963,3998
1402763438,0.02210432,0.060872454,-0.0096158665,4000,0,0.20309536,0.6192933,-11.35778,4000
1402767438,0.01878801,-0.03937222,0.0063078315,4000,0,0.43262327,-0.04886571,-8.34359,4000
1402771439,0.07668241,0.06997803,-0.009912564,4001,0,0.09395958,-0.5164645,-9.813035,4001
1402775438,0.029280562,-0.0024483656,0.024648461,3999,0,0.13033375,0.5341896,-11.119538,3999
1402779441,0.053278074,0.039556853,-0.009323537,4003,0,0.11376534,-0.43344283,-7.466351,4003
1402783438,0.016364748,-0.0041716383,-0.0052457275,3997,0,-0.27222937,0.78282076,-12.114494,3997
1402791438,0.054556757,-0.0044472185,0.008474843,4000,0,-0.1930866,-0.17406072,-10.368008,4000
1402795439,0.013162116,0.029746315,0.018692525,4001,0,0.059271626,0.27353838,-10.871676,4001
1402799438,0.031100292,0.018998818,0.01140208,3999,0,0.42918745,-0.45325267,-7.7302322,3999
1402803438,0.004764838,-0.030249815,-0.0059391144,4000,0,-0.65049475,0.6397928,-11.846912,4000
1402807438,0.021165712,0.062561154,-0.0004533788,4000,0,1.3267447,-0.34616017,-7.2159495,4000
1402811442,0.026806235,-0.046136398,0.0046401597,4004,0,-0.68820536,0.24464083,-11.060073,4004
1402815438,0.000625306,0.08118261,0.0009516632,3996,0,0.45446151,0.0908466,-10.489807,3996
1402819441,0.015123566,-0.033678677,0.013157406,4003,0,0.6225591,-0.4284956,-8.16651,4003
1402823438,-0.006561453,-0.021888329,0.0081965225,3997,0,-0.6681267,0.07801046,-12.085959,3997
1402827438,0.033734303,0.055170503,-0.0021616616,4000,0,1.4645556,-0.1866398,-7.5093694,4000
1402831438,0.012724296,-0.079781614,-0.0072040115,4000,0,-1.0355371,0.5649925,-10.864456,4000
1402835439,0.016326783,0.11759681,-0.009366313,4001,0,0.435367,0.023605619,-9.507325,4001
1402839438,0.01843543,-0.08259861,-0.004125093,3999,0,0.4610973,-0.0016881066,-8.91125,3999
1402843439,0.004682492,0.025880152,0.010568245,4001,0,-0.15141322,-0.24183288,-11.491503,4001
1402847440,0.026520701,-0.0020660872,-0.020929936,4001,0,1.2859977,0.024249172,-8.342239,4001
1402851438,0.015917528,-0.050875247,0.004494394,3998,0,-1.1438276,0.1914792,-11.012046,3998
1402855438,0.036185306,0.08022956,-0.014624184,4000,0,0.70335186,-0.1230358,-8.664205,4000
1402859438,0.022103274,-0.090589285,-0.004478358,4000,0,-0.18177694,0.3219488,-9.430788,4000
1402863438,0.021823172,0.08246676,0.012140658,4000,0,0.3054007,-0.11013348,-10.312052,4000
1402867438,0.03260796,-0.08890251,-0.026767267,4000,0,0.9023123,0.19889678,-9.478086,4000
1402871439,0.01897419,0.0049722996,0.008610045,4001,0,-0.9674675,-0.12719269,-11.136878,4001
1402875440,0.04636859,0.02499547,-0.028198691,4001,0,1.035689,0.016835356,-8.373307,4001
1402879439,0.0148712415,-0.0993192,-0.013887149,3999,0,-0.47785038,0.1535979,-10.143767,3999
1402883438,0.031526994,0.12780926,0.019917345,3999,0,0.4627282,-0.10485696,-9.714508,3999
1402887438,0.024606619,-0.1358927,-0.02009881,4000,0,0.1869724,0.1253463,-9.77298,4000
1402891438,0.022641446,0.06457488,0.01622555,4000,0,-0.34910953,0.083821006,-10.319958,4000
1402895438,0.021332016,-0.057183947,-0.020626616,4000,0,1.1003717,0.21590026,-8.599878,4000
1402899438,-0.012458333,-0.046091624,-0.013264248,4000,0,-0.74221826,-0.30463067,-10.727267,4000
1402903438,0.017623601,0.08938587,0.021565862,4000,0,0.8686439,-0.10548263,-8.941204,4000
1402907439,-0.010252307,-0.14988127,-0.012015369,4001,0,-0.6643927,-0.04206975,-10.498767,4001
1402911438,0.006133641,0.15025143,0.005659624,3999,0,0.3546637,0.15413748,-9.778057,3999
1402915439,-0.0017508777,-0.1285324,-0.0273474,4001,0,0.843071,0.35572276,-9.218221,4001
1402919439,0.0006398343,0.071920946,-0.033313084,4000,0,-0.6578875,-0.23582433,-10.513744,4000
1402923439,0.023043308,0.022785828,0.006461368,4000,0,0.96687514,0.4104273,-8.790737,4000
1402927438,-0.01066351,-0.074153915,-0.028937602,3999,0,-1.0512215,-0.53588927,-10.869625,3999
1402931439,0.008825776,0.12712464,0.016052084,4001,0,1.4888223,0.18438083,-9.451297,4001
1402935438,-0.016359407,-0.17333862,-0.019951902,3999,0,-0.43175882,-0.011125755,-9.566372,3999
1402939440,0.025263324,0.15601483,-0.022731315,4002,0,0.06638303,0.21547139,-9.661765,4002
1402943438,0.001205003,-0.11133172,-0.00085874036,3998,0,0.49279362,0.4447539,-8.925714,3998
1402947442,0.008301607,0.04658813,-0.032232836,4004,0,-0.978367,-0.51664895,-11.004032,4004
1402951438,-0.0036298635,0.03418411,0.014589783,3996,0,1.903791,0.3473538,-9.091937,3996
1402955438,-0.0032063224,-0.12608239,-0.01755607,4000,0,-0.9244763,-0.7200107,-9.7036495,4000
1402959438,0.025166102,0.13158073,-0.0084288595,4000,0,0.81001556,0.4560163,-10.682443,4000
1402963441,-0.003675176,-0.157327,-0.0073524886,4003,0,-0.08703333,0.40396002,-8.278867,4003
1402968238,0.014684822,0.07936307,-0.023154054,4797,0,-0.2361041,-0.16116975,-11.103078,4797
1402972239,-0.010013961,-0.102702014,-0.0027462866,4001,0,0.7760998,0.5280005,-8.08763,4001
1402976238,0.040009387,0.03431613,-0.032291953,3999,0,-0.715402,-0.50598294,-10.217798,3999
1402980238,0.016424956,-0.0011737734,0.0094409995,4000,0,1.3567307,0.85010654,-10.322191,4000
1402984240,0.01673371,-0.09125193,-0.020495651,4002,0,-0.6290266,-0.81656754,-8.837588,4002
1403000238,0.005067517,-0.05047357,0.003196185,4000,0,0.5405091,0.71438724,-10.645768,4000
1403004238,0.028526377,-0.021622777,-0.022223374,4000,0,-0.14225735,-0.6515183,-7.6626387,4000
1403008238,-0.0024200696,-0.055769324,-0.018934216,4000,0,0.3540276,0.8080525,-11.984564,4000
1403012238,-0.020991484,-0.06510656,-0.02488661,4000,0,0.52604306,-0.74738234,-7.8450527,4000
1403016238,0.03334461,0.013261589,-0.019832509,4000,0,-0.27443704,-0.0145384995,-10.974746,4000
1403020238,-0.024843136,-0.06359993,-0.009083349,4000,0,0.0126021635,0.38854417,-10.075605,4000
1403024240,0.02786589,0.02121614,-0.015529428,4002,0,0.34487396,-0.3412271,-8.457336,4002
1403028238,-0.028206691,-0.063989244,-0.014237791,3998,0,-0.035881426,0.70228004,-11.9994955,3998
1403032238,-0.005087303,0.015022071,-0.02232295,4000,0,0.8050064,-0.45032233,-7.5339317,4000
1403036238,-0.0038507294,-0.031615462,-0.011529146,4000,0,-0.5302548,0.55717367,-10.568406,4000
1403040238,-0.03669872,6.1822902e-06,-0.018662931,4000,0,0.13143945,-0.23981683,-9.890067,4000
1403044238,-0.010832575,0.016418608,-0.0035909468,4000,0,0.78270304,-0.36929974,-8.709356,4000
1403048238,-0.0340824,-0.07821378,0.0018843453,4000,0,-0.45973623,0.19123925,-11.340745,4000
1403052239,-0.0019942846,0.058241725,-0.022544753,4001,0,0.9833635,-0.11584584,-8.215232,4001
1403056238,-0.013258524,-0.04576875,-0.014109744,3999,0,-0.7415695,0.7356939,-11.008632,3999
1403060238,-0.00818739,0.062059306,-0.033076745,4000,0,0.34073463,-0.16976604,-9.380722,4000
1403064238,0.0013609092,-0.006717072,-0.011050964,4000,0,0.37699926,-0.11349283,-9.325515,4000
1403068238,-0.016449643,0.013113863,-0.00739421,4000,0,-0.17511606,-0.105071455,-10.68342,4000
1403072238,0.0035945266,0.023090264,-0.014548753,4000,0,1.185546,-0.1669502,-8.518365,4000
1403076238,-0.01624656,-0.028232278,-0.0070768925,4000,0,-1.2175244,0.38506803,-11.416097,4000
1403080238,0.004557201,0.08030966,-0.03213872,4000,0,0.72727144,-0.050820295,-8.483584,4000
1403084238,-0.0070661353,-0.024923056,-0.02153653,4000,0,-0.11304117,0.2631007,-9.741048,4000
1403088238,-0.005652662,0.07226751,-0.01610327,4000,0,0.24660535,0.07196001,-10.035649,4000
1403092238,0.002662049,-0.019618457,-0.019104088,4000,0,0.76661265,-0.07483244,-9.670061,4000
1403096238,-0.012275339,0.0039248704,0.0026394057,4000,0,-0.5423411,-0.11897115,-11.085486,4000
1403100238,0.0065114186,0.020244427,-0.021974523,4000,0,0.61913556,-0.2255255,-8.625291,4000
1403104238,-0.007159622,-0.0147813745,-0.023743339,4000,0,-0.119038135,0.33903748,-9.670051,4000
1403108238,0.008776801,0.088470586,-0.002155366,4000,0,0.07907456,0.14271933,-9.329537,4000
1403112238,0.00401484,-0.041068032,-0.023241507,4000,0,0.3985016,0.04564202,-10.37513,4000
1403116238,0.006886737,0.057085562,-0.0015479124,4000,0,-0.134335,0.22922377,-10.292119,4000
1403120238,-0.0036695378,-0.033332657,-0.023105664,4000,0,0.7402663,-0.1585338,-9.142696,4000
1403124238,-0.019647704,0.01618968,-0.020942736,4000,0,-0.31016368,-0.23917285,-10.110771,4000
1403128238,-0.007761018,0.039396938,-0.0016656126,4000,0,0.47016245,0.073386714,-8.970303,4000
1403132238,-0.014419151,-0.044630177,-0.025114039,4000,0,-0.35760432,-0.06190412,-10.237148,4000
1403136238,0.00050101045,0.093645275,0.0016228422,4000,0,0.5957184,0.44436842,-9.281778,4000
1403140238,-0.010418042,-0.07144571,-0.020231146,4000,0,0.18333393,0.010749357,-9.59838,4000
1403144238,-0.017206818,0.10366409,-0.039489947,4000,0,-0.11669418,0.078759685,-10.428293,4000
1403148238,-0.012787062,-0.026919685,-0.002767819,4000,0,0.7102623,0.3272466,-9.041951,4000
1403152238,-0.03262336,-0.001681198,-0.038755067,4000,0,-0.9537527,-0.5821093,-10.522259,4000
1403156238,-0.0096354885,0.09597979,0.004531575,4000,0,1.3629494,0.30324,-8.774609,4000
1403160239,-0.019793225,-0.107269235,-0.018223345,4001,0,-0.43580684,-0.055802464,-10.253868,4001
1403164238,0.0034520642,0.1605048,-0.038961314,3999,0,0.3896824,0.44270647,-10.052519,3999
1403168238,-0.013726614,-0.11568573,5.715206e-05,4000,0,0.21190087,0.32411885,-9.214497,4000
1403172238,0.0040628756,0.10157619,-0.050807606,4000,0,-0.7435109,-0.68399024,-10.73311,4000
