timestamp,min_distance,max_distance,current_distance,covariance,type,id,orientation
1398922289,0.01,40.0,1.3130001,0.0,1,0,25
1399050131,0.01,40.0,1.319,0.0,1,0,25
1402126274,0.01,40.0,1.3640001,0.0,1,0,25
1402248523,0.01,40.0,1.365,0.0,1,0,25
1402372397,0.01,40.0,1.368,0.0,1,0,25
1402498289,0.01,40.0,1.3690001,0.0,1,0,25
1402623274,0.01,40.0,1.3690001,0.0,1,0,25
1402746303,0.01,40.0,1.3700001,0.0,1,0,25
1402866374,0.01,40.0,1.371,0.0,1,0,25
1403117976,0.01,40.0,1.3750001,0.0,1,0,25
1403240947,0.01,40.0,1.3750001,0.0,1,0,25
1403365936,0.01,40.0,1.376,0.0,1,0,25
1403490329,0.01,40.0,1.378,0.0,1,0,25
1403615384,0.01,40.0,1.378,0.0,1,0,25
1403739371,0.01,40.0,1.378,0.0,1,0,25
1403866696,0.01,40.0,1.3790001,0.0,1,0,25
1403992324,0.01,40.0,1.3800001,0.0,1,0,25
1404118981,0.01,40.0,1.3800001,0.0,1,0,25
1404242895,0.01,40.0,1.3820001,0.0,1,0,25
1404366289,0.01,40.0,1.3850001,0.0,1,0,25
1404489592,0.01,40.0,1.386,0.0,1,0,25
1404611731,0.01,40.0,1.386,0.0,1,0,25
1404732316,0.01,40.0,1.386,0.0,1,0,25
1404860560,0.01,40.0,1.3870001,0.0,1,0,25
1404986290,0.01,40.0,1.3870001,0.0,1,0,25
1405106029,0.01,40.0,1.3870001,0.0,1,0,25
1405354155,0.01,40.0,1.3870001,0.0,1,0,25
1405478579,0.01,40.0,1.386,0.0,1,0,25
1405606276,0.01,40.0,1.386,0.0,1,0,25
1405735208,0.01,40.0,1.386,0.0,1,0,25
1405858584,0.01,40.0,1.3850001,0.0,1,0,25
1405980291,0.01,40.0,1.383,0.0,1,0,25
1406104315,0.01,40.0,1.383,0.0,1,0,25
1406227142,0.01,40.0,1.3820001,0.0,1,0,25
1406352301,0.01,40.0,1.3820001,0.0,1,0,25
1406474886,0.01,40.0,1.381,0.0,1,0,25
1406596164,0.01,40.0,1.3800001,0.0,1,0,25
1406720399,0.01,40.0,1.378,0.0,1,0,25
1406842303,0.01,40.0,1.3770001,0.0,1,0,25
1406965288,0.01,40.0,1.3790001,0.0,1,0,25
1407088300,0.01,40.0,1.378,0.0,1,0,25
1407211301,0.01,40.0,1.378,0.0,1,0,25
1407333257,0.01,40.0,1.378,0.0,1,0,25
1407462300,0.01,40.0,1.3770001,0.0,1,0,25
1407587291,0.01,40.0,1.3770001,0.0,1,0,25
1407715371,0.01,40.0,1.3770001,0.0,1,0,25
1407845643,0.01,40.0,1.3770001,0.0,1,0,25
1408092391,0.01,40.0,1.376,0.0,1,0,25
1408216275,0.01,40.0,1.3770001,0.0,1,0,25
1408339596,0.01,40.0,1.3770001,0.0,1,0,25
1408467831,0.01,40.0,1.3770001,0.0,1,0,25
1408591875,0.01,40.0,1.3770001,0.0,1,0,25
1408714838,0.01,40.0,1.3770001,0.0,1,0,25
1408836433,0.01,40.0,1.3770001,0.0,1,0,25
1408961288,0.01,40.0,1.378,0.0,1,0,25
1409086276,0.01,40.0,1.3770001,0.0,1,0,25
1409209289,0.01,40.0,1.376,0.0,1,0,25
1409336303,0.01,40.0,1.381,0.0,1,0,25
1409461295,0.01,40.0,1.393,0.0,1,0,25
1409582290,0.01,40.0,1.3900001,0.0,1,0,25
1409706297,0.01,40.0,1.36,0.0,1,0,25
1409830285,0.01,40.0,1.335,0.0,1,0,25
1409956968,0.01,40.0,1.3770001,0.0,1,0,25
1410079290,0.01,40.0,1.32,0.0,1,0,25
1410202712,0.01,40.0,1.35,0.0,1,0,25
1410326293,0.01,40.0,1.3980001,0.0,1,0,25
1410450322,0.01,40.0,1.401,0.0,1,0,25
1410572664,0.01,40.0,1.4020001,0.0,1,0,25
1410695289,0.01,40.0,1.373,0.0,1,0,25
1410821290,0.01,40.0,1.3590001,0.0,1,0,25
1410945600,0.01,40.0,1.3640001,0.0,1,0,25
1411068349,0.01,40.0,1.366,0.0,1,0,25
1411191372,0.01,40.0,1.368,0.0,1,0,25
1411316348,0.01,40.0,1.3700001,0.0,1,0,25
1411443301,0.01,40.0,1.371,0.0,1,0,25
1411565278,0.01,40.0,1.373,0.0,1,0,25
1411689291,0.01,40.0,1.3740001,0.0,1,0,25
1411813321,0.01,40.0,1.376,0.0,1,0,25
1411943290,0.01,40.0,1.3790001,0.0,1,0,25
1412067288,0.01,40.0,1.3820001,0.0,1,0,25
1412192981,0.01,40.0,1.3840001,0.0,1,0,25
1412319298,0.01,40.0,1.3850001,0.0,1,0,25
1412442294,0.01,40.0,1.386,0.0,1,0,25
1412568292,0.01,40.0,1.3870001,0.0,1,0,25
1412691274,0.01,40.0,1.3870001,0.0,1,0,25
1412816316,0.01,40.0,1.388,0.0,1,0,25
1412939596,0.01,40.0,1.388,0.0,1,0,25
1413065304,0.01,40.0,1.389,0.0,1,0,25
1413189290,0.01,40.0,1.388,0.0,1,0,25
1413311972,0.01,40.0,1.3870001,0.0,1,0,25
1413436078,0.01,40.0,1.3870001,0.0,1,0,25
1413558144,0.01,40.0,1.386,0.0,1,0,25
1413680545,0.01,40.0,1.386,0.0,1,0,25
1413805278,0.01,40.0,1.3840001,0.0,1,0,25
1413928832,0.01,40.0,1.3840001,0.0,1,0,25
1414049481,0.01,40.0,1.3840001,0.0,1,0,25
1414178223,0.01,40.0,1.3840001,0.0,1,0,25
1414302125,0.01,40.0,1.383,0.0,1,0,25
1414427288,0.01,40.0,1.383,0.0,1,0,25
