timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
1404802923,0.016812079,-0.19590275,0.34330782
1404826939,0.016812079,-0.19887656,0.33720362
1404851265,0.016812079,-0.19590275,0.33720362
1404875260,0.019890219,-0.19887656,0.33415154
1404899272,0.016812079,-0.19887656,0.33415154
1404923257,0.019890219,-0.19590275,0.33720362
1404946388,0.016812079,-0.19887656,0.3402557
1404969745,0.019890219,-0.19590275,0.33415154
1404993331,0.016812079,-0.19887656,0.33720362
1405044510,0.013733937,-0.19887656,0.33720362
1405068279,0.016812079,-0.19590275,0.33415154
1405091257,0.010655797,-0.19590275,0.3402557
1405114253,0.013733937,-0.19590275,0.33720362
1405137198,0.016812079,-0.19590275,0.3402557
1405159260,0.016812079,-0.19887656,0.3555162
1405183264,0.013733937,-0.19590275,0.3463599
1405207257,0.016812079,-0.19590275,0.33720362
1405229344,0.013733937,-0.19590275,0.3463599
1405253585,0.019890219,-0.19590275,0.34330782
1405276928,0.013733937,-0.19590275,0.34330782
1405299276,0.016812079,-0.19590275,0.34330782
1405322230,0.019890219,-0.19292891,0.33720362
1405346334,0.016812079,-0.19292891,0.33720362
1405367345,0.019890219,-0.19590275,0.34330782
1405393206,0.016812079,-0.19590275,0.34330782
1405417681,0.016812079,-0.19292891,0.3463599
1405442040,0.013733937,-0.19590275,0.34330782
1405465595,0.013733937,-0.19292891,0.34330782
1405487257,0.019890219,-0.19590275,0.3402557
1405511343,0.019890219,-0.19292891,0.3402557
1405533437,0.016812079,-0.19292891,0.3402557
1405557344,0.019890219,-0.19590275,0.3402557
1405578245,0.019890219,-0.19590275,0.33109942
1405602940,0.013733937,-0.19590275,0.34330782
1405652273,0.013733937,-0.19590275,0.33720362
1405676261,0.013733937,-0.19590275,0.34330782
1405699137,0.013733937,-0.19590275,0.33720362
1405723221,0.016812079,-0.19590275,0.3402557
1405746981,0.010655797,-0.19590275,0.3463599
1405774685,0.016812079,-0.19887656,0.34330782
1405796272,0.013733937,-0.19590275,0.34330782
1405822700,0.007577656,-0.19887656,0.33720362
1405844339,0.010655797,-0.19590275,0.34330782
1405870050,0.010655797,-0.19887656,0.3402557
1405892273,0.013733937,-0.19590275,0.33415154
1405914680,0.010655797,-0.19590275,0.3402557
1405938124,0.010655797,-0.19590275,0.3402557
1405963219,0.013733937,-0.19590275,0.33720362
1405987494,0.013733937,-0.19590275,0.34330782
1406011143,0.010655797,-0.19590275,0.33720362
1406035137,0.007577656,-0.19590275,0.3402557
1406059769,0.007577656,-0.19590275,0.3402557
1406087690,0.010655797,-0.19590275,0.3402557
1406109265,0.007577656,-0.19590275,0.34330782
1406132136,0.007577656,-0.19590275,0.34330782
1406155887,0.010655797,-0.19590275,0.32804734
1406180634,0.010655797,-0.19590275,0.3402557
1406203752,0.010655797,-0.19590275,0.33415154
1406228138,0.010655797,-0.19590275,0.33720362
1406252016,0.007577656,-0.19292891,0.34330782
1406275148,0.007577656,-0.19590275,0.3402557
1406299762,0.0044995146,-0.19292891,0.3463599
1406322885,0.007577656,-0.19590275,0.3402557
1406346935,0.010655797,-0.19590275,0.33720362
1406368491,0.0044995146,-0.19590275,0.34330782
1406391732,0.007577656,-0.19292891,0.34330782
1406415884,0.007577656,-0.19590275,0.33720362
1406465416,0.007577656,-0.19590275,0.34330782
1406492637,0.0044995146,-0.19292891,0.34330782
1406516148,0.010655797,-0.19292891,0.33720362
1406538260,0.007577656,-0.19590275,0.33720362
1406562264,0.010655797,-0.19292891,0.3402557
1406585259,0.010655797,-0.19590275,0.34330782
1406608297,0.007577656,-0.19292891,0.349412
1406632633,0.007577656,-0.19590275,0.3402557
1406656739,0.013733937,-0.19292891,0.33720362
1406680627,0.013733937,-0.19590275,0.3402557
1406703837,0.007577656,-0.19590275,0.33720362
1406727724,0.007577656,-0.19292891,0.33720362
1406748914,0.0044995146,-0.19292891,0.34330782
1406772519,0.016812079,-0.19292891,0.34330782
1406796012,0.007577656,-0.19292891,0.33720362
1406820721,0.007577656,-0.19292891,0.349412
1406864612,0.007577656,-0.19292891,0.3463599
1406888578,0.010655797,-0.19292891,0.3402557
1406912851,0.010655797,-0.19292891,0.3402557
1406936534,0.010655797,-0.19292891,0.3463599
1406959773,0.010655797,-0.19292891,0.34330782
1406983710,0.013733937,-0.19292891,0.33415154
1407013556,0.010655797,-0.19292891,0.3402557
1407037102,0.010655797,-0.19292891,0.3463599
1407058258,0.010655797,-0.19292891,0.34330782
1407079265,0.013733937,-0.19292891,0.3402557
1407104299,0.010655797,-0.19292891,0.3463599
1407128619,0.013733937,-0.19292891,0.33720362
1407152540,0.010655797,-0.19590275,0.34330782
1407175271,0.010655797,-0.19292891,0.34330782
1407198650,0.010655797,-0.19292891,0.34330782
1407222259,0.010655797,-0.19292891,0.34330782
1407245539,0.010655797,-0.19292891,0.34330782
1407269234,0.010655797,-0.19292891,0.34330782
1407291257,0.007577656,-0.18995509,0.349412
1407315280,0.013733937,-0.19292891,0.33415154
1407338270,0.013733937,-0.19292891,0.33720362
1407359260,0.010655797,-0.18995509,0.3402557
1407384291,0.0044995146,-0.19292891,0.3463599
1407406359,0.007577656,-0.19292891,0.3402557
1407430000,0.010655797,-0.19292891,0.33720362
1407453581,0.0044995146,-0.18995509,0.34330782
1407477641,0.007577656,-0.18995509,0.34330782
1407499270,0.007577656,-0.19292891,0.3463599
1407522162,0.007577656,-0.19292891,0.34330782
1407545887,0.010655797,-0.19292891,0.34330782
1407570528,0.013733937,-0.19292891,0.34330782
1407594236,0.010655797,-0.19292891,0.3402557
1407621648,0.007577656,-0.19292891,0.3402557
1407646516,0.0044995146,-0.19292891,0.3463599
1407670523,0.010655797,-0.19292891,0.3402557
1407695012,0.010655797,-0.19292891,0.33720362
1407717536,0.013733937,-0.19292891,0.33720362
1407742503,0.013733937,-0.19292891,0.3402557
1407766427,0.010655797,-0.19292891,0.3402557
1407790689,0.010655797,-0.19590275,0.3463599
1407814802,0.007577656,-0.19590275,0.349412
1407842152,0.010655797,-0.19292891,0.3402557
1407863262,0.010655797,-0.19590275,0.33720362
1407884272,0.013733937,-0.19590275,0.3402557
1407908263,0.007577656,-0.19292891,0.349412
1407931125,0.007577656,-0.19292891,0.33720362
1407958255,0.010655797,-0.19292891,0.34330782
1407980260,0.010655797,-0.19590275,0.34330782
1408006909,0.013733937,-0.19590275,0.33720362
1408028306,0.010655797,-0.19887656,0.3402557
1408051856,0.013733937,-0.19887656,0.33720362
1408075755,0.010655797,-0.19590275,0.33720362
1408099226,0.013733937,-0.19887656,0.33720362
1408123024,0.016812079,-0.19590275,0.33109942
1408146146,0.013733937,-0.19590275,0.3402557
1408171038,0.016812079,-0.19590275,0.33415154
1408195041,0.016812079,-0.19590275,0.33109942
1408217750,0.016812079,-0.19887656,0.33720362
1408243020,0.016812079,-0.19887656,0.33415154
1408271312,0.013733937,-0.19887656,0.3402557
1408294448,0.013733937,-0.19590275,0.33720362
1408319571,0.013733937,-0.19590275,0.33720362
1408342952,0.010655797,-0.19887656,0.34330782
1408364652,0.016812079,-0.19590275,0.33720362
1408388147,0.010655797,-0.19590275,0.3402557
1408411700,0.013733937,-0.19887656,0.33720362
1408435508,0.016812079,-0.19590275,0.3402557
1408460006,0.016812079,-0.19887656,0.33109942
1408484126,0.013733937,-0.19590275,0.33720362
1408507921,0.016812079,-0.19590275,0.33720362
1408532139,0.016812079,-0.19590275,0.34330782
1408556132,0.013733937,-0.19590275,0.3402557
1408581273,0.013733937,-0.19590275,0.3402557
1408605257,0.013733937,-0.19590275,0.3402557
1408627682,0.010655797,-0.19590275,0.3402557
1408651831,0.013733937,-0.19590275,0.33720362
1408676634,0.019890219,-0.19887656,0.33720362
1408699835,0.016812079,-0.2018504,0.33415154
1408723683,0.016812079,-0.2018504,0.33720362
1408749609,0.016812079,-0.20482424,0.33109942
1408772402,0.013733937,-0.2018504,0.33720362
1408797522,0.016812079,-0.20482424,0.33415154
1408820639,0.016812079,-0.20482424,0.32804734
1408844119,0.013733937,-0.20482424,0.33415154
1408866257,0.013733937,-0.20482424,0.33720362
1408895687,0.016812079,-0.20482424,0.33415154
1408919699,0.016812079,-0.20482424,0.33415154
1408942265,0.013733937,-0.20482424,0.33720362
1408964449,0.010655797,-0.20482424,0.33720362
1408988962,0.016812079,-0.20482424,0.33720362
1409012686,0.016812079,-0.2018504,0.33109942
1409035975,0.019890219,-0.20482424,0.33415154
1409058257,0.013733937,-0.20482424,0.33720362
1409082257,0.013733937,-0.2018504,0.33720362
1409106257,0.010655797,-0.2018504,0.33720362
1409129262,0.010655797,-0.2018504,0.33720362
1409151589,0.013733937,-0.2018504,0.33720362
1409174270,0.016812079,-0.19887656,0.33109942
1409197720,0.013733937,-0.2018504,0.33415154
1409221275,0.013733937,-0.2018504,0.33415154
1409243271,0.013733937,-0.2018504,0.33109942
1409267270,0.013733937,-0.19887656,0.33720362
1409290156,0.013733937,-0.19887656,0.3402557
1409312942,0.010655797,-0.19887656,0.3402557
1409336319,0.013733937,-0.19590275,0.33415154
1409359260,0.010655797,-0.19887656,0.3402557
1409383341,0.010655797,-0.19590275,0.33720362
1409407267,0.013733937,-0.19590275,0.33720362
1409431270,0.013733937,-0.19887656,0.3402557
1409455257,0.016812079,-0.19590275,0.33720362
1409480540,0.019890219,-0.19887656,0.33109942
1409509108,0.019890219,-0.19590275,0.33415154
1409531283,0.010655797,-0.19590275,0.3402557
1409553259,0.010655797,-0.19590275,0.34330782
1409576289,0.013733937,-0.19590275,0.34330782
1409600506,0.010655797,-0.19292891,0.33109942
1409623257,0.016812079,-0.19887656,0.33415154
1409646260,0.010655797,-0.19887656,0.3402557
1409669336,0.016812079,-0.19590275,0.33415154
1409693426,0.013733937,-0.19887656,0.33415154
1409715292,0.016812079,-0.19887656,0.3402557
1409737563,0.016812079,-0.19887656,0.33720362
1409761599,0.019890219,-0.19887656,0.33415154
1409783253,0.019890219,-0.19887656,0.34330782
1409805339,0.016812079,-0.19887656,0.33720362
1409829305,0.016812079,-0.19590275,0.33415154
1409852944,0.013733937,-0.19887656,0.3402557
1409877279,0.016812079,-0.19887656,0.33720362
1409901542,0.016812079,-0.19887656,0.33720362
1409925488,0.019890219,-0.19887656,0.3402557
1409949350,0.016812079,-0.19887656,0.33720362
1409970399,0.019890219,-0.19887656,0.33415154
1410014412,0.016812079,-0.19887656,0.3402557
1410038219,0.019890219,-0.19887656,0.33415154
1410061323,0.013733937,-0.19590275,0.33720362
1410085336,0.016812079,-0.19887656,0.33720362
1410107787,0.016812079,-0.19887656,0.33720362
1410131783,0.013733937,-0.19887656,0.3402557
1410154928,0.016812079,-0.19590275,0.33720362
1410179114,0.016812079,-0.19887656,0.34330782
1410202727,0.019890219,-0.19887656,0.33415154
1410227345,0.019890219,-0.19887656,0.33720362
1410251319,0.019890219,-0.19887656,0.34330782
1410274482,0.022968361,-0.19887656,0.33720362
1410299385,0.022968361,-0.19887656,0.33109942
1410323341,0.026046501,-0.19887656,0.33109942
1410350087,0.022968361,-0.19887656,0.33720362
1410370462,0.016812079,-0.19887656,0.33720362
1410394008,0.016812079,-0.19887656,0.33720362
1410418809,0.013733937,-0.19887656,0.3402557
1410444482,0.016812079,-0.19887656,0.33720362
1410470154,0.013733937,-0.19887656,0.33720362
1410494319,0.016812079,-0.2018504,0.33720362
1410516137,0.016812079,-0.19887656,0.33415154
1410539230,0.010655797,-0.2018504,0.3402557
1410562828,0.026046501,-0.19887656,0.33109942
1410587024,0.022968361,-0.19887656,0.33720362
1410608146,0.026046501,-0.19887656,0.33109942
1410631918,0.022968361,-0.19887656,0.33720362
1410656018,0.026046501,-0.19887656,0.33109942
1410679854,0.022968361,-0.19887656,0.33720362
1410703841,0.022968361,-0.19887656,0.33720362
1410727827,0.022968361,-0.2018504,0.33720362
1410753718,0.022968361,-0.19887656,0.33415154
1410779203,0.026046501,-0.19887656,0.33720362
1410799855,0.019890219,-0.19887656,0.33720362
1410823293,0.019890219,-0.19887656,0.33720362
1410847745,0.019890219,-0.19887656,0.33720362
1410871513,0.019890219,-0.19887656,0.33720362
1410896144,0.019890219,-0.19590275,0.3402557
1410920124,0.022968361,-0.19590275,0.33720362
1410944669,0.016812079,-0.19590275,0.33720362
1410970146,0.019890219,-0.19590275,0.3402557
1410992632,0.022968361,-0.19887656,0.33720362
1411016129,0.022968361,-0.19887656,0.33415154
1411037194,0.016812079,-0.19590275,0.33415154
1411061455,0.019890219,-0.19590275,0.3402557
1411085610,0.022968361,-0.19887656,0.33720362
1411108502,0.019890219,-0.19887656,0.3402557
1411132412,0.016812079,-0.19887656,0.3402557
1411156701,0.022968361,-0.19590275,0.33109942
1411181620,0.016812079,-0.19590275,0.33720362
1411204933,0.022968361,-0.19292891,0.32804734
1411228603,0.013733937,-0.19590275,0.3402557
1411252549,0.019890219,-0.19590275,0.33720362
1411280306,0.019890219,-0.19887656,0.349412
1411303748,0.019890219,-0.19590275,0.3402557
1411325257,0.013733937,-0.19590275,0.33720362
1411348586,0.016812079,-0.19590275,0.3402557
1411372336,0.016812079,-0.19590275,0.3402557
1411393306,0.016812079,-0.19590275,0.33720362
1411416576,0.019890219,-0.19590275,0.3402557
1411440779,0.016812079,-0.19590275,0.3402557
1411465330,0.019890219,-0.19590275,0.33720362
1411490147,0.022968361,-0.19590275,0.33109942
1411537355,0.022968361,-0.19590275,0.33720362
1411561384,0.019890219,-0.19590275,0.3402557
1411585355,0.026046501,-0.19590275,0.33720362
1411609365,0.026046501,-0.19590275,0.33415154
1411633447,0.022968361,-0.19590275,0.33720362
1411657456,0.022968361,-0.19590275,0.33415154
1411709351,0.026046501,-0.19590275,0.33720362
1411733661,0.022968361,-0.19590275,0.33720362
1411757395,0.026046501,-0.19292891,0.34330782
1411781358,0.022968361,-0.19590275,0.33720362
1411804826,0.026046501,-0.19590275,0.33109942
1411829557,0.022968361,-0.19590275,0.3402557
1411851260,0.019890219,-0.19590275,0.33415154
1411875271,0.026046501,-0.19887656,0.33415154
1411902797,0.026046501,-0.19590275,0.33720362
1411926903,0.026046501,-0.19292891,0.33415154
1411951040,0.029124642,-0.19292891,0.3402557
1411973255,0.026046501,-0.19590275,0.33720362
1411997246,0.026046501,-0.19590275,0.3402557
1412021589,0.026046501,-0.19590275,0.3402557
1412045636,0.026046501,-0.19887656,0.3402557
1412067311,0.026046501,-0.19590275,0.33415154
1412089890,0.029124642,-0.19887656,0.33720362
1412114156,0.029124642,-0.19887656,0.33415154
1412138156,0.029124642,-0.19590275,0.33720362
1412162112,0.029124642,-0.19887656,0.33109942
1412186156,0.026046501,-0.19887656,0.33415154
1412213789,0.026046501,-0.19887656,0.33720362
1412237597,0.022968361,-0.19887656,0.3402557
1412259257,0.026046501,-0.19887656,0.33415154
1412281315,0.026046501,-0.19887656,0.33415154
1412305544,0.026046501,-0.19590275,0.33720362
1412326723,0.026046501,-0.19887656,0.33720362
1412350438,0.029124642,-0.19887656,0.33415154
1412372272,0.032202784,-0.19887656,0.33415154
1412396260,0.032202784,-0.19887656,0.33415154
1412418795,0.029124642,-0.19887656,0.33109942
1412443212,0.032202784,-0.19887656,0.33720362
1412467123,0.032202784,-0.19887656,0.33720362
1412491209,0.029124642,-0.19590275,0.33109942
1412539025,0.022968361,-0.19887656,0.33720362
1412563223,0.026046501,-0.19887656,0.3402557
1412587117,0.026046501,-0.19887656,0.33720362
1412616014,0.026046501,-0.19887656,0.33720362
1412639332,0.026046501,-0.19887656,0.33720362
1412663338,0.026046501,-0.19887656,0.3402557
1412687335,0.026046501,-0.19887656,0.33720362
1412710481,0.026046501,-0.19887656,0.3402557
1412734895,0.026046501,-0.19887656,0.33415154
1412758580,0.026046501,-0.19887656,0.33415154
1412783506,0.026046501,-0.19887656,0.33109942
1412807374,0.022968361,-0.19887656,0.33720362
1412836295,0.026046501,-0.19887656,0.33720362
1412860557,0.032202784,-0.19887656,0.33109942
1412883598,0.029124642,-0.19887656,0.33109942
1412905301,0.022968361,-0.19887656,0.33415154
1412931274,0.022968361,-0.19887656,0.3402557
1412955695,0.022968361,-0.19590275,0.33720362
1412977259,0.022968361,-0.19590275,0.3402557
1413000298,0.026046501,-0.19887656,0.33415154
1413023825,0.026046501,-0.19887656,0.33109942
1413048129,0.026046501,-0.19590275,0.33415154
1413071923,0.029124642,-0.19590275,0.33415154
1413095837,0.026046501,-0.19887656,0.33109942
1413120140,0.029124642,-0.19887656,0.32499522
1413145258,0.029124642,-0.19887656,0.33109942
1413169259,0.026046501,-0.19887656,0.33720362
1413190251,0.022968361,-0.19887656,0.3402557
1413213517,0.022968361,-0.19887656,0.33109942
1413241234,0.026046501,-0.19887656,0.33415154
1413264640,0.029124642,-0.19887656,0.33109942
1413288817,0.019890219,-0.19887656,0.33720362
1413312960,0.019890219,-0.19590275,0.33720362
1413336928,0.026046501,-0.19887656,0.33720362
1413360617,0.026046501,-0.19887656,0.33109942
1413384376,0.019890219,-0.19887656,0.33720362
1413408639,0.022968361,-0.19590275,0.33109942
1413432523,0.019890219,-0.19590275,0.33720362
1413461207,0.022968361,-0.19590275,0.33109942
1413484530,0.019890219,-0.19887656,0.33415154
1413508318,0.019890219,-0.19887656,0.33720362
1413557208,0.022968361,-0.19590275,0.33109942
1413580864,0.019890219,-0.19590275,0.33415154
1413604007,0.022968361,-0.19887656,0.33109942
1413626265,0.026046501,-0.19887656,0.33109942
1413650260,0.016812079,-0.19590275,0.33415154
1413673446,0.022968361,-0.19590275,0.33720362
1413697209,0.026046501,-0.19590275,0.33720362
1413721394,0.026046501,-0.19590275,0.33720362
1413745442,0.026046501,-0.19590275,0.33109942
1413795257,0.022968361,-0.19590275,0.33109942
1413819253,0.026046501,-0.19590275,0.33415154
1413843343,0.022968361,-0.19590275,0.33415154
1413865394,0.026046501,-0.19590275,0.33415154
1413888544,0.019890219,-0.19887656,0.33720362
1413910282,0.019890219,-0.19590275,0.33415154
1413931260,0.019890219,-0.19590275,0.33415154
1413953440,0.019890219,-0.19887656,0.33720362
1413979264,0.019890219,-0.19887656,0.33720362
1414003265,0.019890219,-0.19887656,0.33720362
1414024958,0.026046501,-0.2018504,0.33109942
1414049504,0.019890219,-0.19887656,0.33415154
1414074135,0.022968361,-0.2018504,0.33415154
1414097789,0.019890219,-0.2018504,0.33109942
1414122231,0.022968361,-0.2018504,0.32499522
1414146236,0.019890219,-0.2018504,0.33109942
1414170157,0.019890219,-0.19887656,0.32804734
1414194106,0.019890219,-0.2018504,0.32804734
1414218154,0.019890219,-0.2018504,0.33109942
1414242151,0.016812079,-0.2018504,0.33109942
1414265887,0.016812079,-0.2018504,0.32804734
1414294517,0.016812079,-0.2018504,0.33415154
1414317554,0.019890219,-0.19887656,0.33109942
1414341631,0.019890219,-0.2018504,0.33109942
1414365656,0.016812079,-0.19887656,0.33109942
1414389396,0.019890219,-0.2018504,0.33720362
1414413358,0.019890219,-0.19887656,0.33109942
1414437586,0.019890219,-0.2018504,0.33415154
1414461682,0.013733937,-0.2018504,0.33720362
1414490197,0.019890219,-0.19887656,0.32499522
1414513308,0.016812079,-0.19887656,0.33109942
1414535278,0.013733937,-0.19887656,0.33720362
1414557998,0.016812079,-0.19887656,0.33109942
1414578434,0.016812079,-0.19887656,0.33720362
1414606255,0.016812079,-0.19887656,0.32804734
1414627256,0.019890219,-0.2018504,0.33415154
1414650034,0.019890219,-0.19887656,0.33415154
1414675665,0.019890219,-0.19887656,0.33720362
1414699305,0.019890219,-0.2018504,0.33109942
1414722938,0.019890219,-0.19887656,0.33415154
1414746882,0.022968361,-0.2018504,0.33109942
1414770456,0.016812079,-0.19887656,0.33415154
1414794740,0.016812079,-0.2018504,0.33109942
1414818426,0.019890219,-0.19887656,0.32499522
1414840271,0.016812079,-0.19887656,0.33720362
1414864259,0.022968361,-0.19887656,0.32804734
1414888261,0.013733937,-0.19887656,0.33109942
1414912270,0.019890219,-0.19887656,0.33109942
1414938382,0.016812079,-0.2018504,0.33415154
1414960284,0.016812079,-0.19887656,0.33109942
1414983205,0.019890219,-0.19887656,0.32804734
1415011847,0.010655797,-0.19887656,0.33109942
1415035952,0.013733937,-0.19887656,0.33415154
1415059953,0.013733937,-0.19887656,0.33109942
1415083509,0.019890219,-0.19887656,0.32804734
1415107237,0.019890219,-0.19887656,0.33109942
1415132148,0.016812079,-0.19887656,0.33109942
1415156019,0.019890219,-0.19887656,0.33109942
1415179717,0.013733937,-0.19887656,0.33109942
1415204804,0.016812079,-0.19887656,0.33109942
1415231836,0.013733937,-0.19887656,0.33415154
1415255523,0.016812079,-0.19887656,0.33109942
1415279871,0.013733937,-0.19590275,0.33415154
1415304146,0.016812079,-0.19887656,0.33109942
1415326799,0.013733937,-0.19590275,0.33720362
1415351836,0.019890219,-0.19887656,0.32804734
1415376102,0.019890219,-0.19887656,0.33109942
1415400311,0.019890219,-0.19590275,0.33109942
1415425725,0.013733937,-0.19590275,0.33109942
1415448838,0.019890219,-0.19887656,0.32804734
1415472134,0.016812079,-0.19590275,0.33415154
1415494256,0.019890219,-0.19590275,0.32804734
1415519683,0.019890219,-0.19590275,0.33109942
1415543730,0.019890219,-0.19590275,0.33109942
1415565119,0.019890219,-0.19590275,0.33109942
1415588924,0.016812079,-0.19590275,0.33415154
1415613422,0.016812079,-0.19292891,0.33720362
1415636941,0.016812079,-0.19292891,0.33109942
1415661446,0.019890219,-0.19292891,0.33109942
1415685328,0.013733937,-0.18995509,0.33720362
1415709640,0.013733937,-0.18995509,0.33109942
1415737206,0.016812079,-0.18995509,0.33109942
1415760561,0.013733937,-0.18995509,0.33415154
1415784635,0.013733937,-0.19292891,0.33109942
1415809450,0.013733937,-0.19292891,0.33415154
1415833207,0.016812079,-0.19292891,0.33415154
1415857357,0.016812079,-0.18995509,0.3402557
1415880756,0.016812079,-0.19292891,0.33109942
1415904506,0.016812079,-0.19292891,0.3402557
1415927257,0.016812079,-0.19292891,0.33720362
1415952720,0.016812079,-0.19292891,0.33415154
1415975256,0.019890219,-0.19292891,0.33415154
1416000505,0.016812079,-0.19292891,0.33109942
1416023294,0.016812079,-0.18995509,0.33415154
1416050244,0.022968361,-0.19292891,0.33109942
1416073403,0.019890219,-0.19292891,0.33109942
1416096479,0.016812079,-0.19292891,0.33415154
1416119256,0.022968361,-0.19292891,0.33109942
1416143260,0.022968361,-0.19590275,0.32804734
1416165596,0.022968361,-0.19292891,0.32804734
1416189201,0.019890219,-0.19292891,0.33109942
